"isqno","atp_number","start_time_min","start_time_max","end_time_min","end_time_max","duration_max","duration_min","duration_only"
338,1,1918-06-06 17:00:00,1918-06-06 17:00:00,1918-06-06 21:00:00,1918-06-06 21:00:00,240,240,FALSE
339,1,1918-06-06 17:00:00,1918-06-06 17:00:00,1918-06-06 21:30:00,1918-06-06 21:30:00,270,270,FALSE
340,1,1918-06-06 17:00:00,1918-06-06 17:00:00,1918-06-07 03:00:00,1918-06-07 03:00:00,600,600,FALSE
341,1,1918-06-11 04:30:00,1918-06-11 04:30:00,1918-06-11 09:00:00,1918-06-11 09:00:00,270,270,FALSE
342,1,1918-06-12 17:30:00,1918-06-12 17:30:00,1918-06-12 20:30:00,1918-06-12 20:30:00,180,180,FALSE
343,1,1918-06-13 03:00:00,1918-06-13 03:00:00,1918-06-13 05:30:00,1918-06-13 05:30:00,150,150,FALSE
344,1,1918-06-21 03:15:00,1918-06-21 03:15:00,1918-06-21 04:30:00,1918-06-21 04:30:00,75,75,FALSE
345,1,1918-06-23 19:00:00,1918-06-23 19:00:00,1918-06-23 23:20:00,1918-06-23 23:20:00,260,260,FALSE
346,1,1918-06-25 17:00:00,1918-06-25 17:00:00,1918-06-26 06:00:00,1918-06-26 06:00:00,780,780,FALSE
347,1,1918-07-01 17:00:00,1918-07-01 17:00:00,1918-07-02 02:30:00,1918-07-02 02:30:00,570,570,FALSE
348,1,1918-07-01 18:00:00,1918-07-01 18:00:00,1918-07-02 02:30:00,1918-07-02 02:30:00,510,510,FALSE
349,1,1918-07-01 17:00:00,1918-07-01 17:00:00,1918-07-02 03:00:00,1918-07-02 03:00:00,600,600,FALSE
350,1,1918-06-09 00:00:00,1918-06-10 00:00:00,1918-06-13 00:00:00,1918-06-14 00:00:00,7200,4320,FALSE
351,1,1918-07-15 00:00:00,1918-07-16 00:00:00,1918-07-17 00:00:00,1918-07-18 00:00:00,4320,1440,FALSE
352,1,1918-07-18 00:00:00,1918-07-19 00:00:00,1918-07-19 00:00:00,1918-07-20 00:00:00,2880,0,FALSE
353,1,1918-07-18 04:35:00,1918-07-18 04:35:00,1918-07-18 16:00:00,1918-07-18 16:00:00,685,685,FALSE
354,1,1918-07-18 04:35:00,1918-07-18 04:35:00,1918-07-18 16:00:00,1918-07-18 16:00:00,685,685,FALSE
355,1,1918-07-18 04:35:00,1918-07-18 04:35:00,1918-07-18 09:30:00,1918-07-18 09:30:00,295,295,FALSE
356,1,1918-07-18 04:35:00,1918-07-18 04:35:00,1918-07-18 09:30:00,1918-07-18 09:30:00,295,295,FALSE
357,1,1918-07-18 04:35:00,1918-07-18 04:35:00,1918-07-18 11:00:00,1918-07-18 11:00:00,385,385,FALSE
358,1,1918-07-18 04:35:00,1918-07-18 04:35:00,1918-07-18 08:00:00,1918-07-18 08:00:00,205,205,FALSE
359,1,1918-07-20 00:00:00,1918-07-21 00:00:00,1918-08-01 00:00:00,1918-08-02 00:00:00,18720,15840,FALSE
360,1,1918-07-21 08:30:00,1918-07-21 08:30:00,1918-07-21 09:15:00,1918-07-21 09:15:00,45,45,FALSE
361,1,1918-07-21 00:00:00,1918-07-22 00:00:00,1918-07-21 00:00:00,1918-07-22 00:00:00,1440,0,FALSE
362,1,1918-08-08 00:00:00,1918-08-09 00:00:00,1918-08-11 00:00:00,1918-08-12 00:00:00,5760,2880,FALSE
363,1,1918-08-21 00:00:00,1918-08-22 00:00:00,1918-09-04 00:00:00,1918-09-05 00:00:00,21600,18720,FALSE
364,1,1918-09-12 00:00:00,1918-09-13 00:00:00,1918-09-15 00:00:00,1918-09-16 00:00:00,5760,2880,FALSE
365,1,1918-09-12 05:00:00,1918-09-12 05:00:00,1918-09-12 17:30:00,1918-09-12 17:30:00,750,750,FALSE
366,1,1918-09-26 00:00:00,1918-09-27 00:00:00,1918-10-03 00:00:00,1918-10-04 00:00:00,11520,8640,FALSE
367,1,1918-10-03 00:00:00,1918-10-04 00:00:00,1918-10-06 00:00:00,1918-10-07 00:00:00,5760,2880,FALSE
368,1,1918-10-03 05:50:00,1918-10-03 05:50:00,1918-10-03 08:40:00,1918-10-03 08:40:00,170,170,FALSE
369,1,1918-10-03 00:00:00,1918-10-04 00:00:00,1918-10-03 00:00:00,1918-10-04 00:00:00,1440,0,FALSE
370,1,1918-10-03 05:50:00,1918-10-03 05:50:00,1918-10-03 09:30:00,1918-10-03 09:30:00,220,220,FALSE
371,1,1918-10-03 05:50:00,1918-10-03 05:50:00,1918-10-03 09:30:00,1918-10-03 09:30:00,220,220,FALSE
372,1,1918-10-08 00:00:00,1918-10-09 00:00:00,1918-10-08 00:00:00,1918-10-09 00:00:00,1440,0,FALSE
373,1,1918-10-04 00:00:00,1918-10-05 00:00:00,1918-10-31 00:00:00,1918-11-01 00:00:00,40320,37440,FALSE
374,1,1918-10-04 05:30:00,1918-10-04 05:30:00,1918-10-04 07:00:00,1918-10-04 07:00:00,90,90,FALSE
374,2,1918-10-04 17:30:00,1918-10-04 17:30:00,1918-10-04 18:30:00,1918-10-04 18:30:00,60,60,FALSE
375,1,1918-10-04 05:30:00,1918-10-04 05:30:00,1918-10-04 17:30:00,1918-10-04 17:30:00,720,720,FALSE
376,1,1918-10-04 00:00:00,1918-10-05 00:00:00,1918-10-04 00:00:00,1918-10-05 00:00:00,1440,0,FALSE
377,1,1918-10-04 05:30:00,1918-10-04 05:30:00,1918-10-04 07:00:00,1918-10-04 07:00:00,90,90,FALSE
378,1,1918-10-05 06:30:00,1918-10-05 06:30:00,1918-10-05 17:30:00,1918-10-05 17:30:00,660,660,FALSE
379,1,1918-10-05 00:00:00,1918-10-06 00:00:00,1918-10-05 00:00:00,1918-10-06 00:00:00,1440,0,FALSE
380,1,1918-10-09 08:30:00,1918-10-09 08:30:00,1918-10-09 11:00:00,1918-10-09 11:00:00,150,150,FALSE
381,1,1918-11-01 00:00:00,1918-11-02 00:00:00,1918-11-11 00:00:00,1918-11-12 00:00:00,15840,12960,FALSE
382,1,1918-11-07 02:00:00,1918-11-07 02:00:00,1918-11-07 06:00:00,1918-11-07 06:00:00,240,240,FALSE
383,1,1918-11-07 07:30:00,1918-11-07 07:30:00,1918-11-07 11:00:00,1918-11-07 11:00:00,210,210,FALSE
384,1,1918-06-15 00:00:00,1918-06-16 00:00:00,1918-06-22 00:00:00,1918-06-23 00:00:00,11520,8640,FALSE
385,1,1918-09-19 00:00:00,1918-09-20 00:00:00,1918-09-20 00:00:00,1918-09-21 00:00:00,2880,0,FALSE
386,1,1942-08-31 01:30:00,1942-08-31 01:30:00,1942-08-31 08:30:00,1942-08-31 08:30:00,420,420,FALSE
386,2,1942-08-31 13:00:00,1942-08-31 13:00:00,1942-08-31 16:00:00,1942-08-31 16:00:00,180,180,FALSE
386,3,1942-08-31 17:45:00,1942-08-31 17:45:00,1942-08-31 19:30:00,1942-08-31 19:30:00,105,105,FALSE
386,4,1942-09-01 04:00:00,1942-09-01 04:00:00,1942-09-01 08:30:00,1942-09-01 08:30:00,270,270,FALSE
386,5,1942-09-01 12:00:00,1942-09-01 12:00:00,1942-09-01 17:00:00,1942-09-01 17:00:00,300,300,FALSE
386,6,1942-09-02 05:00:00,1942-09-02 05:00:00,1942-09-02 19:00:00,1942-09-02 19:00:00,840,840,FALSE
387,1,1942-10-23 00:00:00,1942-10-24 00:00:00,1942-11-04 00:00:00,1942-11-05 00:00:00,18720,15840,FALSE
388,1,1942-10-23 00:00:00,1942-10-24 00:00:00,1942-10-25 00:00:00,1942-10-26 00:00:00,4320,1440,FALSE
389,1,1942-10-26 00:00:00,1942-10-27 00:00:00,1942-11-01 00:00:00,1942-11-02 00:00:00,10080,7200,FALSE
390,1,1942-11-02 00:00:00,1942-11-03 00:00:00,1942-11-04 00:00:00,1942-11-05 00:00:00,4320,1440,FALSE
391,1,1942-11-26 05:30:00,1942-11-26 05:30:00,1942-11-26 06:00:00,1942-11-26 06:00:00,30,30,FALSE
392,1,1943-03-23 05:00:00,1943-03-23 05:00:00,1943-03-23 08:00:00,1943-03-23 08:00:00,180,180,FALSE
392,2,1943-03-23 16:45:00,1943-03-23 16:45:00,1943-03-23 19:00:00,1943-03-23 19:00:00,135,135,FALSE
393,1,1943-04-23 00:00:00,1943-04-24 00:00:00,1943-05-06 00:00:00,1943-05-07 00:00:00,20160,17280,FALSE
394,1,1943-09-09 00:00:00,1943-09-10 00:00:00,1943-09-11 00:00:00,1943-09-12 00:00:00,4320,1440,FALSE
395,1,1943-09-09 00:00:00,1943-09-10 00:00:00,1943-09-11 00:00:00,1943-09-12 00:00:00,4320,1440,FALSE
396,1,1943-09-11 10:00:00,1943-09-11 10:00:00,1943-09-12 00:00:00,1943-09-12 00:00:00,840,840,FALSE
397,1,1943-09-12 00:00:00,1943-09-13 00:00:00,1943-09-15 00:00:00,1943-09-16 00:00:00,5760,2880,FALSE
398,1,1943-09-12 00:00:00,1943-09-13 00:00:00,1943-09-15 00:00:00,1943-09-16 00:00:00,5760,2880,FALSE
399,1,1943-09-13 13:10:00,1943-09-13 13:10:00,1943-09-13 18:30:00,1943-09-13 18:30:00,320,320,FALSE
399,2,1943-09-14 08:00:00,1943-09-14 08:00:00,1943-09-14 09:30:00,1943-09-14 09:30:00,90,90,FALSE
399,3,1943-09-14 10:30:00,1943-09-14 10:30:00,1943-09-14 14:30:00,1943-09-14 14:30:00,240,240,FALSE
400,1,1943-09-17 00:00:00,1943-09-18 00:00:00,1943-09-18 00:00:00,1943-09-19 00:00:00,2880,0,FALSE
401,1,1943-09-17 00:00:00,1943-09-18 00:00:00,1943-09-18 00:00:00,1943-09-19 00:00:00,2880,0,FALSE
402,1,1943-09-17 00:00:00,1943-09-18 00:00:00,1943-09-18 00:00:00,1943-09-19 00:00:00,2880,0,FALSE
403,1,1943-10-12 00:00:00,1943-10-13 00:00:00,1943-10-14 00:00:00,1943-10-15 00:00:00,4320,1440,FALSE
404,1,1943-10-13 02:00:00,1943-10-13 02:00:00,1943-10-13 07:30:00,1943-10-13 07:30:00,330,330,FALSE
404,2,1943-10-13 14:00:00,1943-10-13 14:00:00,1943-10-13 21:00:00,1943-10-13 21:00:00,420,420,FALSE
404,3,1943-10-14 06:15:00,1943-10-14 06:15:00,1943-10-14 17:30:00,1943-10-14 17:30:00,675,675,FALSE
405,1,1943-10-13 00:00:00,1943-10-14 00:00:00,1943-10-13 00:00:00,1943-10-14 00:00:00,1440,0,FALSE
406,1,1943-10-13 00:00:00,1943-10-14 00:00:00,1943-10-14 00:00:00,1943-10-15 00:00:00,2880,0,FALSE
407,1,1943-10-13 00:00:00,1943-10-14 00:00:00,1943-10-14 00:00:00,1943-10-15 00:00:00,2880,0,FALSE
408,1,1943-10-13 02:00:00,1943-10-13 02:00:00,1943-10-13 18:30:00,1943-10-13 18:30:00,990,990,FALSE
408,2,1943-10-14 16:45:00,1943-10-14 16:45:00,1943-10-15 00:00:00,1943-10-15 00:00:00,435,435,FALSE
409,1,1943-10-15 00:00:00,1943-10-16 00:00:00,1943-10-17 00:00:00,1943-10-18 00:00:00,4320,1440,FALSE
410,1,1943-10-17 00:00:00,1943-10-18 00:00:00,1943-10-18 00:00:00,1943-10-19 00:00:00,2880,0,FALSE
411,1,1943-10-16 00:00:00,1943-10-17 00:00:00,1943-10-17 00:00:00,1943-10-18 00:00:00,2880,0,FALSE
412,1,1943-10-18 00:00:00,1943-10-19 00:00:00,1943-10-20 00:00:00,1943-10-21 00:00:00,4320,1440,FALSE
413,1,1943-10-20 00:00:00,1943-10-21 00:00:00,1943-10-22 00:00:00,1943-10-23 00:00:00,4320,1440,FALSE
414,1,1943-11-04 00:00:00,1943-11-05 00:00:00,1943-11-05 00:00:00,1943-11-06 00:00:00,2880,0,FALSE
415,1,1943-11-05 00:00:00,1943-11-06 00:00:00,1943-11-07 00:00:00,1943-11-08 00:00:00,4320,1440,FALSE
416,1,1943-11-06 00:00:00,1943-11-07 00:00:00,1943-11-07 00:00:00,1943-11-08 00:00:00,2880,0,FALSE
417,1,1943-11-06 00:00:00,1943-11-07 00:00:00,1943-11-07 00:00:00,1943-11-08 00:00:00,2880,0,FALSE
418,1,1943-11-08 00:00:00,1943-11-09 00:00:00,1943-11-10 00:00:00,1943-11-11 00:00:00,4320,1440,FALSE
419,1,1943-11-08 00:00:00,1943-11-09 00:00:00,1943-11-10 00:00:00,1943-11-11 00:00:00,4320,1440,FALSE
420,1,1943-12-01 17:00:00,1943-12-01 17:00:00,1943-12-02 06:00:00,1943-12-02 06:00:00,780,780,FALSE
420,2,1943-12-02 06:30:00,1943-12-02 06:30:00,1943-12-02 17:00:00,1943-12-02 17:00:00,630,630,FALSE
421,1,1943-12-02 18:00:00,1943-12-02 18:00:00,1943-12-06 06:00:00,1943-12-06 06:00:00,5040,5040,FALSE
422,1,1943-12-02 16:30:00,1943-12-02 16:30:00,1943-12-03 17:00:00,1943-12-03 17:00:00,1470,1470,FALSE
423,1,1944-01-25 00:00:00,1944-01-26 00:00:00,1944-01-26 00:00:00,1944-01-27 00:00:00,2880,0,FALSE
424,1,1944-01-27 00:00:00,1944-01-28 00:00:00,1944-01-27 00:00:00,1944-01-28 00:00:00,1440,0,FALSE
425,1,1944-01-29 23:00:00,1944-01-29 23:00:00,1944-01-30 07:00:00,1944-01-30 07:00:00,480,480,FALSE
425,2,1944-01-30 15:10:00,1944-01-30 15:10:00,1944-01-30 18:30:00,1944-01-30 18:30:00,200,200,FALSE
425,3,1944-01-31 10:30:00,1944-01-31 10:30:00,1944-01-31 18:00:00,1944-01-31 18:00:00,450,450,FALSE
426,1,1944-02-03 15:00:00,1944-02-03 15:00:00,1944-02-03 18:30:00,1944-02-03 18:30:00,210,210,FALSE
426,2,1944-02-03 23:00:00,1944-02-03 23:00:00,1944-02-04 17:00:00,1944-02-04 17:00:00,1080,1080,FALSE
426,3,1944-02-04 21:00:00,1944-02-04 21:00:00,1944-02-05 05:00:00,1944-02-05 05:00:00,480,480,FALSE
427,1,1944-02-07 22:00:00,1944-02-07 22:00:00,1944-02-08 18:00:00,1944-02-08 18:00:00,1200,1200,FALSE
428,1,1944-02-07 00:00:00,1944-02-08 00:00:00,1944-02-09 00:00:00,1944-02-10 00:00:00,4320,1440,FALSE
429,1,1944-02-09 00:00:00,1944-02-09 00:00:00,1944-02-09 13:00:00,1944-02-09 13:00:00,780,780,FALSE
430,1,1944-02-11 06:30:00,1944-02-11 06:30:00,1944-02-11 16:30:00,1944-02-11 16:30:00,600,600,FALSE
430,2,1944-02-12 02:00:00,1944-02-12 02:00:00,1944-02-12 06:30:00,1944-02-12 06:30:00,270,270,FALSE
431,1,1944-02-16 06:00:00,1944-02-16 06:00:00,1944-02-16 18:30:00,1944-02-16 18:30:00,750,750,FALSE
431,2,1944-02-17 00:00:00,1944-02-17 00:00:00,1944-02-17 09:00:00,1944-02-17 09:00:00,540,540,FALSE
431,3,1944-02-17 12:00:00,1944-02-17 12:00:00,1944-02-17 17:30:00,1944-02-17 17:30:00,330,330,FALSE
431,4,1944-02-18 04:00:00,1944-02-18 04:00:00,1944-02-18 21:30:00,1944-02-18 21:30:00,1050,1050,FALSE
431,5,1944-02-19 06:30:00,1944-02-19 06:30:00,1944-02-19 08:20:00,1944-02-19 08:20:00,110,110,FALSE
431,6,1944-02-19 13:30:00,1944-02-19 13:30:00,1944-02-19 16:20:00,1944-02-19 16:20:00,170,170,FALSE
432,1,1944-02-16 00:00:00,1944-02-17 00:00:00,1944-02-19 00:00:00,1944-02-20 00:00:00,5760,2880,FALSE
433,1,1944-02-21 00:00:00,1944-02-22 00:00:00,1944-02-23 00:00:00,1944-02-24 00:00:00,4320,1440,FALSE
434,1,1944-05-11 23:00:00,1944-05-11 23:00:00,1944-05-12 12:00:00,1944-05-12 12:00:00,780,780,FALSE
434,2,1944-05-13 16:30:00,1944-05-13 16:30:00,1944-05-14 04:00:00,1944-05-14 04:00:00,690,690,FALSE
435,1,1944-05-12 00:00:00,1944-05-12 00:00:00,1944-05-12 20:00:00,1944-05-12 20:00:00,1200,1200,FALSE
435,2,1944-05-13 16:30:00,1944-05-13 16:30:00,1944-05-13 20:00:00,1944-05-13 20:00:00,210,210,FALSE
436,1,1944-05-14 15:00:00,1944-05-14 15:00:00,1944-05-14 21:00:00,1944-05-14 21:00:00,360,360,FALSE
436,2,1944-05-15 09:00:00,1944-05-15 09:00:00,1944-05-16 00:00:00,1944-05-16 00:00:00,900,900,FALSE
437,1,1944-05-14 04:00:00,1944-05-14 04:00:00,1944-05-14 12:00:00,1944-05-14 12:00:00,480,480,FALSE
437,2,1944-05-15 06:00:00,1944-05-15 06:00:00,1944-05-15 09:00:00,1944-05-15 09:00:00,180,180,FALSE
438,1,1944-05-16 00:00:00,1944-05-17 00:00:00,1944-05-18 00:00:00,1944-05-19 00:00:00,4320,1440,FALSE
439,1,1944-05-17 14:30:00,1944-05-17 14:30:00,1944-05-19 06:00:00,1944-05-19 06:00:00,2370,2370,FALSE
440,1,1944-05-20 00:00:00,1944-05-21 00:00:00,1944-05-22 00:00:00,1944-05-23 00:00:00,4320,1440,FALSE
441,1,1944-05-22 14:00:00,1944-05-22 14:00:00,1944-05-22 20:00:00,1944-05-22 20:00:00,360,360,FALSE
441,2,1944-05-22 21:00:00,1944-05-22 21:00:00,1944-05-23 00:00:00,1944-05-23 00:00:00,180,180,FALSE
441,3,1944-05-23 09:00:00,1944-05-23 09:00:00,1944-05-24 08:30:00,1944-05-24 08:30:00,1410,1410,FALSE
442,1,1944-05-23 06:00:00,1944-05-23 06:00:00,1944-05-23 11:30:00,1944-05-23 11:30:00,330,330,FALSE
442,2,1944-05-23 21:10:00,1944-05-23 21:10:00,1944-05-24 11:00:00,1944-05-24 11:00:00,830,830,FALSE
443,1,1944-05-23 00:00:00,1944-05-24 00:00:00,1944-05-24 00:00:00,1944-05-25 00:00:00,2880,0,FALSE
444,1,1944-05-23 06:30:00,1944-05-23 06:30:00,1944-05-23 20:00:00,1944-05-23 20:00:00,810,810,FALSE
444,2,1944-05-24 05:30:00,1944-05-24 05:30:00,1944-05-24 19:00:00,1944-05-24 19:00:00,810,810,FALSE
444,3,1944-05-25 06:00:00,1944-05-25 06:00:00,1944-05-25 19:30:00,1944-05-25 19:30:00,810,810,FALSE
445,1,1944-05-23 06:30:00,1944-05-23 06:30:00,1944-05-23 19:00:00,1944-05-23 19:00:00,750,750,FALSE
445,2,1944-05-24 08:00:00,1944-05-24 08:00:00,1944-05-24 20:00:00,1944-05-24 20:00:00,720,720,FALSE
445,3,1944-05-25 04:00:00,1944-05-25 04:00:00,1944-05-25 19:30:00,1944-05-25 19:30:00,930,930,FALSE
446,1,1944-05-25 00:00:00,1944-05-26 00:00:00,1944-05-27 00:00:00,1944-05-28 00:00:00,4320,1440,FALSE
447,1,1944-05-26 13:00:00,1944-05-26 13:00:00,1944-05-26 19:30:00,1944-05-26 19:30:00,390,390,FALSE
448,1,1944-05-26 00:00:00,1944-05-27 00:00:00,1944-05-28 00:00:00,1944-05-29 00:00:00,4320,1440,FALSE
449,1,1944-05-27 00:00:00,1944-05-28 00:00:00,1944-05-28 00:00:00,1944-05-29 00:00:00,2880,0,FALSE
450,1,1944-05-28 00:00:00,1944-05-29 00:00:00,1944-05-30 00:00:00,1944-05-31 00:00:00,4320,1440,FALSE
451,1,1944-05-29 00:00:00,1944-05-30 00:00:00,1944-05-31 00:00:00,1944-06-01 00:00:00,4320,1440,FALSE
452,1,1944-05-29 00:00:00,1944-05-30 00:00:00,1944-06-01 00:00:00,1944-06-02 00:00:00,5760,2880,FALSE
453,1,1944-06-01 05:00:00,1944-06-01 05:00:00,1944-06-01 19:30:00,1944-06-01 19:30:00,870,870,FALSE
453,2,1944-06-02 04:30:00,1944-06-02 04:30:00,1944-06-02 16:30:00,1944-06-02 16:30:00,720,720,FALSE
454,1,1944-06-01 05:30:00,1944-06-01 05:30:00,1944-06-01 19:00:00,1944-06-01 19:00:00,810,810,FALSE
454,2,1944-06-02 06:00:00,1944-06-02 06:00:00,1944-06-02 22:40:00,1944-06-02 22:40:00,1000,1000,FALSE
455,1,1944-06-01 05:00:00,1944-06-01 05:00:00,1944-06-01 21:00:00,1944-06-01 21:00:00,960,960,FALSE
455,2,1944-06-02 06:00:00,1944-06-02 06:00:00,1944-06-02 21:00:00,1944-06-02 21:00:00,900,900,FALSE
456,1,1944-06-03 00:00:00,1944-06-04 00:00:00,1944-06-04 00:00:00,1944-06-05 00:00:00,2880,0,FALSE
457,1,1944-09-13 00:00:00,1944-09-14 00:00:00,1944-09-17 00:00:00,1944-09-18 00:00:00,7200,4320,FALSE
458,1,1944-07-11 00:00:00,1944-07-12 00:00:00,1944-07-18 00:00:00,1944-07-19 00:00:00,11520,8640,FALSE
459,1,1944-07-18 07:45:00,1944-07-18 07:45:00,1944-07-18 19:00:00,1944-07-18 19:00:00,675,675,FALSE
459,2,1944-07-19 13:00:00,1944-07-19 13:00:00,1944-07-19 21:00:00,1944-07-19 21:00:00,480,480,FALSE
459,3,1944-07-20 05:30:00,1944-07-20 05:30:00,1944-07-20 16:00:00,1944-07-20 16:00:00,630,630,FALSE
460,1,1944-07-24 00:00:00,1944-07-25 00:00:00,1944-07-26 00:00:00,1944-07-27 00:00:00,4320,1440,FALSE
461,1,1944-08-07 00:01:00,1944-08-07 00:01:00,1944-08-12 00:00:00,1944-08-13 00:00:00,8639,7199,FALSE
462,1,1944-08-16 00:00:00,1944-08-17 00:00:00,1944-08-16 00:00:00,1944-08-17 00:00:00,1440,0,FALSE
463,1,1944-08-23 00:00:00,1944-08-24 00:00:00,1944-08-25 00:00:00,1944-08-26 00:00:00,4320,1440,FALSE
464,1,1944-08-23 00:00:00,1944-08-24 00:00:00,1944-08-25 00:00:00,1944-08-26 00:00:00,4320,1440,FALSE
465,1,1944-09-06 00:00:00,1944-09-07 00:00:00,1944-09-11 00:00:00,1944-09-12 00:00:00,8640,5760,FALSE
466,1,1944-09-13 00:00:00,1944-09-14 00:00:00,1944-09-13 00:00:00,1944-09-14 00:00:00,1440,0,FALSE
467,1,1944-09-19 07:30:00,1944-09-19 07:30:00,1944-09-19 14:00:00,1944-09-19 14:00:00,390,390,FALSE
467,2,1944-09-20 11:00:00,1944-09-20 11:00:00,1944-09-20 19:00:00,1944-09-20 19:00:00,480,480,FALSE
467,3,1944-09-22 09:45:00,1944-09-22 09:45:00,1944-09-22 16:40:00,1944-09-22 16:40:00,415,415,FALSE
468,1,1944-10-02 11:00:00,1944-10-02 11:00:00,1944-10-02 18:30:00,1944-10-02 18:30:00,450,450,FALSE
468,2,1944-10-03 06:00:00,1944-10-03 06:00:00,1944-10-03 16:45:00,1944-10-03 16:45:00,645,645,FALSE
468,3,1944-10-04 05:00:00,1944-10-04 05:00:00,1944-10-04 18:30:00,1944-10-04 18:30:00,810,810,FALSE
468,4,1944-10-05 06:00:00,1944-10-05 06:00:00,1944-10-05 18:30:00,1944-10-05 18:30:00,750,750,FALSE
468,5,1944-10-06 07:10:00,1944-10-06 07:10:00,1944-10-06 18:30:00,1944-10-06 18:30:00,680,680,FALSE
468,6,1944-10-07 09:00:00,1944-10-07 09:00:00,1944-10-07 18:30:00,1944-10-07 18:30:00,570,570,FALSE
469,1,1944-11-02 00:00:00,1944-11-03 00:00:00,1944-11-13 00:00:00,1944-11-14 00:00:00,17280,14400,FALSE
470,1,1944-11-08 00:00:00,1944-11-09 00:00:00,1944-11-12 00:00:00,1944-11-13 00:00:00,7200,4320,FALSE
471,1,1944-11-10 00:00:00,1944-11-11 00:00:00,1944-11-11 00:00:00,1944-11-12 00:00:00,2880,0,FALSE
472,1,1944-11-13 00:00:00,1944-11-14 00:00:00,1944-11-15 00:00:00,1944-11-16 00:00:00,4320,1440,FALSE
473,1,1944-11-13 00:00:00,1944-11-14 00:00:00,1944-11-16 00:00:00,1944-11-17 00:00:00,5760,2880,FALSE
474,1,1944-11-14 08:45:00,1944-11-14 08:45:00,1944-11-14 17:30:00,1944-11-14 17:30:00,525,525,FALSE
474,2,1944-11-15 03:00:00,1944-11-15 03:00:00,1944-11-15 12:00:00,1944-11-15 12:00:00,540,540,FALSE
475,1,1944-11-20 00:00:00,1944-11-21 00:00:00,1944-11-27 00:00:00,1944-11-28 00:00:00,11520,8640,FALSE
476,1,1944-11-24 00:00:00,1944-11-25 00:00:00,1944-11-25 00:00:00,1944-11-26 00:00:00,2880,0,FALSE
477,1,1944-11-26 10:45:00,1944-11-26 10:45:00,1944-11-26 17:30:00,1944-11-26 17:30:00,405,405,FALSE
478,1,1944-11-27 00:00:00,1944-11-28 00:00:00,1944-11-29 00:00:00,1944-11-30 00:00:00,4320,1440,FALSE
479,1,1944-11-28 00:00:00,1944-11-29 00:00:00,1944-11-29 00:00:00,1944-11-30 00:00:00,2880,0,FALSE
480,1,1944-12-01 00:00:00,1944-12-02 00:00:00,1944-12-02 00:00:00,1944-12-03 00:00:00,2880,0,FALSE
481,1,1944-12-06 00:00:00,1944-12-07 00:00:00,1944-12-07 00:00:00,1944-12-08 00:00:00,2880,0,FALSE
482,1,1944-12-06 08:30:00,1944-12-06 08:30:00,1944-12-06 20:00:00,1944-12-06 20:00:00,690,690,FALSE
483,1,1944-12-16 00:00:00,1944-12-17 00:00:00,1944-12-17 00:00:00,1944-12-18 00:00:00,2880,0,FALSE
484,1,1944-12-17 00:00:00,1944-12-18 00:00:00,1944-12-22 00:00:00,1944-12-23 00:00:00,8640,5760,FALSE
485,1,1944-12-18 00:00:00,1944-12-19 00:00:00,1944-12-20 00:00:00,1944-12-21 00:00:00,4320,1440,FALSE
486,1,1940-05-13 00:00:00,1940-05-14 00:00:00,1940-05-14 00:00:00,1940-05-15 00:00:00,2880,0,FALSE
487,1,1941-12-12 03:00:00,1941-12-12 03:00:00,1941-12-12 05:00:00,1941-12-12 05:00:00,120,120,FALSE
487,2,1941-12-12 09:00:00,1941-12-12 09:00:00,1941-12-12 22:00:00,1941-12-12 22:00:00,780,780,FALSE
488,1,1941-06-22 00:00:00,1941-06-23 00:00:00,1941-06-26 00:00:00,1941-06-27 00:00:00,7200,4320,FALSE
489,1,1941-09-30 00:00:00,1941-10-01 00:00:00,1941-12-03 00:00:00,1941-12-04 00:00:00,93600,90720,FALSE
490,1,1941-12-05 00:00:00,1941-12-06 00:00:00,1942-01-07 00:00:00,1942-01-08 00:00:00,48960,46080,FALSE
491,1,1942-08-04 07:45:00,1942-08-04 07:45:00,1942-08-04 18:00:00,1942-08-04 18:00:00,615,615,FALSE
491,2,1942-08-05 05:30:00,1942-08-05 05:30:00,1942-08-05 21:00:00,1942-08-05 21:00:00,930,930,FALSE
491,3,1942-08-06 09:00:00,1942-08-06 09:00:00,1942-08-06 22:00:00,1942-08-06 22:00:00,780,780,FALSE
491,4,1942-08-07 05:10:00,1942-08-07 05:10:00,1942-08-07 21:00:00,1942-08-07 21:00:00,950,950,FALSE
491,5,1942-08-08 05:30:00,1942-08-08 05:30:00,1942-08-08 20:00:00,1942-08-08 20:00:00,870,870,FALSE
491,6,1942-08-09 04:30:00,1942-08-09 04:30:00,1942-08-09 20:00:00,1942-08-09 20:00:00,930,930,FALSE
491,7,1942-08-10 05:00:00,1942-08-10 05:00:00,1942-08-10 21:00:00,1942-08-10 21:00:00,960,960,FALSE
491,8,1942-08-11 04:15:00,1942-08-11 04:15:00,1942-08-11 21:00:00,1942-08-11 21:00:00,1005,1005,FALSE
492,1,1943-01-12 00:00:00,1943-01-13 00:00:00,1943-01-18 00:00:00,1943-01-19 00:00:00,10080,7200,FALSE
493,1,1943-07-04 00:00:00,1943-07-05 00:00:00,1943-07-06 00:00:00,1943-07-07 00:00:00,4320,1440,FALSE
494,1,1943-07-05 00:00:00,1943-07-06 00:00:00,1943-07-05 00:00:00,1943-07-06 00:00:00,1440,0,FALSE
