"isqno","atp_number","start_time_min","start_time_max","end_time_min","end_time_max","duration_max","duration_min","duration_only"
182,1,1862-06-09 07:00:00,1862-06-09 07:00:00,1862-06-09 11:00:00,1862-06-09 11:00:00,240,240,FALSE
183,1,1862-05-31 13:00:00,1862-05-31 13:00:00,1862-05-31 19:30:00,1862-05-31 19:30:00,390,390,FALSE
183,2,1862-06-01 06:30:00,1862-06-01 06:30:00,1862-06-01 13:30:00,1862-06-01 13:30:00,420,420,FALSE
184,1,1862-06-26 15:00:00,1862-06-26 15:00:00,1862-06-26 21:00:00,1862-06-26 21:00:00,360,360,FALSE
185,1,1862-06-27 12:30:00,1862-06-27 12:30:00,1862-06-27 18:00:00,1862-06-27 18:00:00,330,330,FALSE
185,2,1862-06-27 18:30:00,1862-06-27 18:30:00,1862-06-27 21:00:00,1862-06-27 21:00:00,150,150,FALSE
186,1,1862-06-29 09:00:00,1862-06-29 09:00:00,1862-06-29 11:00:00,1862-06-29 11:00:00,120,120,FALSE
186,2,1862-06-29 17:00:00,1862-06-29 17:00:00,1862-06-29 20:30:00,1862-06-29 20:30:00,210,210,FALSE
186,3,1862-06-30 16:30:00,1862-06-30 16:30:00,1862-06-30 21:00:00,1862-06-30 21:00:00,270,270,FALSE
187,1,1862-07-01 15:00:00,1862-07-01 15:00:00,1862-07-01 16:00:00,1862-07-01 16:00:00,60,60,FALSE
187,2,1862-07-01 18:00:00,1862-07-01 18:00:00,1862-07-01 20:30:00,1862-07-01 20:30:00,150,150,FALSE
188,1,1862-08-09 15:00:00,1862-08-09 15:00:00,1862-08-09 21:30:00,1862-08-09 21:30:00,390,390,FALSE
189,1,1862-08-29 05:30:00,1862-08-29 05:30:00,1862-08-29 12:00:00,1862-08-29 12:00:00,390,390,FALSE
189,2,1862-08-29 13:30:00,1862-08-29 13:30:00,1862-08-29 21:30:00,1862-08-29 21:30:00,480,480,FALSE
189,3,1862-08-30 12:00:00,1862-08-30 12:00:00,1862-08-30 20:00:00,1862-08-30 20:00:00,480,480,FALSE
190,1,1862-09-14 09:00:00,1862-09-14 09:00:00,1862-09-14 22:00:00,1862-09-14 22:00:00,780,780,FALSE
191,1,1862-09-17 05:30:00,1862-09-17 05:30:00,1862-09-17 16:30:00,1862-09-17 16:30:00,660,660,FALSE
192,1,1862-10-03 10:00:00,1862-10-03 10:00:00,1862-10-03 13:30:00,1862-10-03 13:30:00,210,210,FALSE
192,2,1862-10-03 15:00:00,1862-10-03 15:00:00,1862-10-03 18:00:00,1862-10-03 18:00:00,180,180,FALSE
192,3,1862-10-04 09:00:00,1862-10-04 09:00:00,1862-10-04 13:00:00,1862-10-04 13:00:00,240,240,FALSE
193,1,1862-10-08 14:00:00,1862-10-08 14:00:00,1862-10-08 18:00:00,1862-10-08 18:00:00,240,240,FALSE
194,1,1862-12-13 11:00:00,1862-12-13 11:00:00,1862-12-13 16:00:00,1862-12-13 16:00:00,300,300,FALSE
195,1,1862-12-31 07:00:00,1862-12-31 07:00:00,1862-12-31 12:00:00,1862-12-31 12:00:00,300,300,FALSE
195,2,1862-12-31 14:00:00,1862-12-31 14:00:00,1862-12-31 18:00:00,1862-12-31 18:00:00,240,240,FALSE
195,3,1863-01-02 16:00:00,1863-01-02 16:00:00,1863-01-02 22:00:00,1863-01-02 22:00:00,360,360,FALSE
196,1,1863-05-01 11:15:00,1863-05-01 11:15:00,1863-05-01 14:30:00,1863-05-01 14:30:00,195,195,FALSE
196,2,1863-05-02 12:15:00,1863-05-02 12:15:00,1863-05-02 14:00:00,1863-05-02 14:00:00,105,105,FALSE
196,3,1863-05-02 17:15:00,1863-05-02 17:15:00,1863-05-02 21:00:00,1863-05-02 21:00:00,225,225,FALSE
196,4,1863-05-03 05:00:00,1863-05-03 05:00:00,1863-05-03 16:00:00,1863-05-03 16:00:00,660,660,FALSE
196,5,1863-05-04 18:00:00,1863-05-04 18:00:00,1863-05-04 20:30:00,1863-05-04 20:30:00,150,150,FALSE
197,1,1863-05-16 10:30:00,1863-05-16 10:30:00,1863-05-16 16:00:00,1863-05-16 16:00:00,330,330,FALSE
198,1,1863-06-09 04:00:00,1863-06-09 04:00:00,1863-06-09 16:00:00,1863-06-09 16:00:00,720,720,FALSE
199,1,1863-07-01 10:00:00,1863-07-01 10:00:00,1863-07-01 17:00:00,1863-07-01 17:00:00,420,420,FALSE
199,2,1863-07-02 16:00:00,1863-07-02 16:00:00,1863-07-02 20:30:00,1863-07-02 20:30:00,270,270,FALSE
199,3,1863-07-03 05:00:00,1863-07-03 05:00:00,1863-07-03 10:30:00,1863-07-03 10:30:00,330,330,FALSE
199,4,1863-07-03 13:00:00,1863-07-03 13:00:00,1863-07-03 15:00:00,1863-07-03 15:00:00,120,120,FALSE
200,1,1863-09-19 05:30:00,1863-09-19 05:30:00,1863-09-19 18:30:00,1863-09-19 18:30:00,780,780,FALSE
200,2,1863-09-20 09:00:00,1863-09-20 09:00:00,1863-09-20 19:00:00,1863-09-20 19:00:00,600,600,FALSE
201,1,1863-11-24 10:00:00,1863-11-24 10:00:00,1863-11-24 12:00:00,1863-11-24 12:00:00,120,120,FALSE
201,2,1863-11-25 07:00:00,1863-11-25 07:00:00,1863-11-25 18:00:00,1863-11-25 18:00:00,660,660,FALSE
202,1,1864-05-05 07:15:00,1864-05-05 07:15:00,1864-05-05 20:00:00,1864-05-05 20:00:00,765,765,FALSE
202,2,1864-05-06 05:00:00,1864-05-06 05:00:00,1864-05-06 20:00:00,1864-05-06 20:00:00,900,900,FALSE
203,1,1864-05-08 00:00:00,1864-05-09 00:00:00,1864-05-18 00:00:00,1864-05-19 00:00:00,15840,12960,FALSE
204,1,1864-05-15 05:00:00,1864-05-15 05:00:00,1864-05-15 16:00:00,1864-05-15 16:00:00,660,660,FALSE
205,1,1864-06-03 04:30:00,1864-06-03 04:30:00,1864-06-03 13:30:00,1864-06-03 13:30:00,540,540,FALSE
206,1,1864-06-27 09:00:00,1864-06-27 09:00:00,1864-06-27 11:30:00,1864-06-27 11:30:00,150,150,FALSE
207,1,1864-07-20 15:00:00,1864-07-20 15:00:00,1864-07-20 18:00:00,1864-07-20 18:00:00,180,180,FALSE
208,1,1864-07-22 12:30:00,1864-07-22 12:30:00,1864-07-22 19:30:00,1864-07-22 19:30:00,420,420,FALSE
209,1,1864-06-15 19:00:00,1864-06-15 19:00:00,1864-06-15 23:00:00,1864-06-15 23:00:00,240,240,FALSE
209,2,1864-06-16 18:00:00,1864-06-16 18:00:00,1864-06-17 23:00:00,1864-06-17 23:00:00,1740,1740,FALSE
209,3,1864-06-18 04:30:00,1864-06-18 04:30:00,1864-06-18 06:30:00,1864-06-18 06:30:00,120,120,FALSE
209,4,1864-06-18 12:30:00,1864-06-18 12:30:00,1864-06-18 14:30:00,1864-06-18 14:30:00,120,120,FALSE
209,5,1864-06-18 16:00:00,1864-06-18 16:00:00,1864-06-18 20:30:00,1864-06-18 20:30:00,270,270,FALSE
210,1,1864-08-18 00:00:00,1864-08-19 00:00:00,1864-08-21 00:00:00,1864-08-22 00:00:00,5760,2880,FALSE
211,1,1864-09-19 05:00:00,1864-09-19 05:00:00,1864-09-19 17:00:00,1864-09-19 17:00:00,720,720,FALSE
212,1,1864-10-19 05:30:00,1864-10-19 05:30:00,1864-10-19 10:00:00,1864-10-19 10:00:00,270,270,FALSE
212,2,1864-10-19 12:00:00,1864-10-19 12:00:00,1864-10-19 14:00:00,1864-10-19 14:00:00,120,120,FALSE
212,3,1864-10-19 16:00:00,1864-10-19 16:00:00,1864-10-19 18:00:00,1864-10-19 18:00:00,120,120,FALSE
213,1,1864-11-30 15:30:00,1864-11-30 15:30:00,1864-11-30 23:00:00,1864-11-30 23:00:00,450,450,FALSE
214,1,1864-12-15 08:00:00,1864-12-15 08:00:00,1864-12-15 17:45:00,1864-12-15 17:45:00,585,585,FALSE
214,2,1864-12-16 15:00:00,1864-12-16 15:00:00,1864-12-16 16:45:00,1864-12-16 16:45:00,105,105,FALSE
215,1,1865-03-19 06:00:00,1865-03-19 06:00:00,1865-03-19 19:00:00,1865-03-19 19:00:00,780,780,FALSE
215,2,1865-03-21 06:00:00,1865-03-21 06:00:00,1865-03-21 08:00:00,1865-03-21 08:00:00,120,120,FALSE
216,1,1865-03-29 00:00:00,1865-03-30 00:00:00,1865-03-31 00:00:00,1865-04-01 00:00:00,4320,1440,FALSE
217,1,1865-04-01 16:00:00,1865-04-01 16:00:00,1865-04-01 19:30:00,1865-04-01 19:30:00,210,210,FALSE
218,1,1865-04-02 00:00:00,1865-04-03 00:00:00,1865-04-02 00:00:00,1865-04-03 00:00:00,1440,0,FALSE
219,1,1865-04-06 08:30:00,1865-04-06 08:30:00,1865-04-06 19:30:00,1865-04-06 19:30:00,660,660,FALSE
220,1,1870-08-04 08:30:00,1870-08-04 08:30:00,1870-08-04 15:00:00,1870-08-04 15:00:00,390,390,FALSE
221,1,1870-08-06 08:00:00,1870-08-06 08:00:00,1870-08-06 17:00:00,1870-08-06 17:00:00,540,540,FALSE
222,1,1870-08-06 05:00:00,1870-08-06 05:00:00,1870-08-06 18:00:00,1870-08-06 18:00:00,780,780,FALSE
223,1,1870-08-16 10:00:00,1870-08-16 10:00:00,1870-08-16 22:00:00,1870-08-16 22:00:00,720,720,FALSE
224,1,1870-08-18 11:30:00,1870-08-18 11:30:00,1870-08-18 20:00:00,1870-08-18 20:00:00,510,510,FALSE
225,1,1870-09-01 04:00:00,1870-09-01 04:00:00,1870-09-01 17:00:00,1870-09-01 17:00:00,780,780,FALSE
226,1,1870-11-09 09:00:00,1870-11-09 09:00:00,1870-11-09 16:00:00,1870-11-09 16:00:00,420,420,FALSE
227,1,1870-12-02 00:00:00,1870-12-03 00:00:00,1870-12-04 00:00:00,1870-12-05 00:00:00,4320,1440,FALSE
228,1,1871-01-11 09:00:00,1871-01-11 09:00:00,1871-01-11 17:00:00,1871-01-11 17:00:00,480,480,FALSE
228,2,1871-01-12 08:00:00,1871-01-12 08:00:00,1871-01-12 17:00:00,1871-01-12 17:00:00,540,540,FALSE
229,1,1871-01-15 00:00:00,1871-01-16 00:00:00,1871-01-17 00:00:00,1871-01-18 00:00:00,4320,1440,FALSE
230,1,1879-01-22 12:00:00,1879-01-22 12:00:00,1879-01-22 16:00:00,1879-01-22 16:00:00,240,240,FALSE
231,1,1879-07-04 08:00:00,1879-07-04 08:00:00,1879-07-04 09:00:00,1879-07-04 09:00:00,60,60,FALSE
232,1,1881-02-27 12:30:00,1881-02-27 12:30:00,1881-02-27 13:30:00,1881-02-27 13:30:00,60,60,FALSE
233,1,1882-09-13 04:55:00,1882-09-13 04:55:00,1882-09-13 07:00:00,1882-09-13 07:00:00,125,125,FALSE
234,1,1898-09-02 06:30:00,1898-09-02 06:30:00,1898-09-02 11:30:00,1898-09-02 11:30:00,300,300,FALSE
235,1,1896-03-01 00:00:00,1896-03-02 00:00:00,1896-03-01 00:00:00,1896-03-02 00:00:00,1440,0,FALSE
236,1,1899-11-28 05:30:00,1899-11-28 05:30:00,1899-11-28 15:30:00,1899-11-28 15:30:00,600,600,FALSE
237,1,1899-12-11 05:00:00,1899-12-11 05:00:00,1899-12-11 14:00:00,1899-12-11 14:00:00,540,540,FALSE
238,1,1899-12-15 06:30:00,1899-12-15 06:30:00,1899-12-15 17:00:00,1899-12-15 17:00:00,630,630,FALSE
239,1,1900-01-24 08:00:00,1900-01-24 08:00:00,1900-01-24 19:00:00,1900-01-24 19:00:00,660,660,FALSE
240,1,1900-02-18 08:00:00,1900-02-18 08:00:00,1900-02-18 12:00:00,1900-02-18 12:00:00,240,240,FALSE
240,2,1900-02-18 14:00:00,1900-02-18 14:00:00,1900-02-18 15:30:00,1900-02-18 15:30:00,90,90,FALSE
240,3,1900-02-18 17:15:00,1900-02-18 17:15:00,1900-02-18 19:00:00,1900-02-18 19:00:00,105,105,FALSE
241,1,1898-07-01 06:30:00,1898-07-01 06:30:00,1898-07-01 17:00:00,1898-07-01 17:00:00,630,630,FALSE
242,1,1904-04-30 04:00:00,1904-04-30 04:00:00,1904-04-30 20:00:00,1904-04-30 20:00:00,960,960,FALSE
242,2,1904-05-01 05:00:00,1904-05-01 05:00:00,1904-05-01 13:00:00,1904-05-01 13:00:00,480,480,FALSE
243,1,1904-06-14 12:00:00,1904-06-14 12:00:00,1904-06-14 19:00:00,1904-06-14 19:00:00,420,420,FALSE
243,2,1904-06-15 05:20:00,1904-06-15 05:20:00,1904-06-15 15:00:00,1904-06-15 15:00:00,580,580,FALSE
244,1,1904-08-25 00:00:00,1904-08-26 00:00:00,1904-09-03 00:00:00,1904-09-04 00:00:00,14400,11520,FALSE
245,1,1904-10-05 00:00:00,1904-10-06 00:00:00,1904-10-18 00:00:00,1904-10-19 00:00:00,20160,17280,FALSE
246,1,1905-01-26 10:30:00,1905-01-26 10:30:00,1905-01-26 18:15:00,1905-01-26 18:15:00,465,465,FALSE
246,2,1905-01-27 05:00:00,1905-01-27 05:00:00,1905-01-27 21:30:00,1905-01-27 21:30:00,990,990,FALSE
247,1,1905-02-21 00:00:00,1905-02-22 00:00:00,1905-03-10 00:00:00,1905-03-11 00:00:00,25920,23040,FALSE
248,1,1912-10-23 05:30:00,1912-10-23 05:30:00,1912-10-23 21:30:00,1912-10-23 21:30:00,960,960,FALSE
248,2,1912-10-24 05:30:00,1912-10-24 05:30:00,1912-10-24 12:30:00,1912-10-24 12:30:00,420,420,FALSE
249,1,1912-10-28 00:00:00,1912-10-29 00:00:00,1912-11-01 00:00:00,1912-11-02 00:00:00,7200,4320,FALSE
250,1,1912-11-01 00:00:00,1912-11-02 00:00:00,1912-11-02 00:00:00,1912-11-03 00:00:00,2880,0,FALSE
251,1,1912-11-05 00:00:00,1912-11-06 00:00:00,1912-11-05 00:00:00,1912-11-06 00:00:00,1440,0,FALSE
252,1,1913-03-23 00:00:00,1913-03-24 00:00:00,1913-03-25 00:00:00,1913-03-26 00:00:00,4320,1440,FALSE
253,1,1920-08-14 00:00:00,1920-08-15 00:00:00,1920-08-25 00:00:00,1920-08-26 00:00:00,17280,14400,FALSE
254,1,1920-09-23 00:00:00,1920-09-24 00:00:00,1920-09-28 00:00:00,1920-09-29 00:00:00,8640,5760,FALSE
255,1,1937-03-11 00:00:00,1937-03-12 00:00:00,1937-03-15 00:00:00,1937-03-16 00:00:00,7200,4320,FALSE
256,1,1938-07-31 02:00:00,1938-07-31 02:00:00,1938-07-31 08:00:00,1938-07-31 08:00:00,360,360,FALSE
257,1,1938-08-02 08:00:00,1938-08-02 08:00:00,1938-08-02 16:00:00,1938-08-02 16:00:00,480,480,FALSE
257,2,1938-08-02 20:00:00,1938-08-02 20:00:00,1938-08-02 22:00:00,1938-08-02 22:00:00,120,120,FALSE
257,3,1938-08-03 01:00:00,1938-08-03 01:00:00,1938-08-03 02:30:00,1938-08-03 02:30:00,90,90,FALSE
257,4,1938-08-03 05:00:00,1938-08-03 05:00:00,1938-08-03 06:30:00,1938-08-03 06:30:00,90,90,FALSE
258,1,1938-08-06 00:00:00,1938-08-07 00:00:00,1938-08-10 00:00:00,1938-08-11 00:00:00,7200,4320,FALSE
259,1,1939-05-28 00:00:00,1939-05-29 00:00:00,1939-05-29 00:00:00,1939-05-30 00:00:00,2880,0,FALSE
260,1,1939-08-20 00:00:00,1939-08-21 00:00:00,1939-08-31 00:00:00,1939-09-01 00:00:00,17280,14400,FALSE
261,1,1939-12-11 00:00:00,1939-12-12 00:00:00,1940-01-08 00:00:00,1940-01-09 00:00:00,41760,38880,FALSE
262,1,1914-08-15 00:00:00,1914-08-16 00:00:00,1914-08-19 00:00:00,1914-08-20 00:00:00,7200,4320,FALSE
263,1,1914-08-20 00:00:00,1914-08-21 00:00:00,1914-08-21 00:00:00,1914-08-22 00:00:00,2880,0,FALSE
264,1,1914-08-22 00:00:00,1914-08-23 00:00:00,1914-08-23 00:00:00,1914-08-24 00:00:00,2880,0,FALSE
265,1,1914-08-22 00:00:00,1914-08-23 00:00:00,1914-08-23 00:00:00,1914-08-24 00:00:00,2880,0,FALSE
266,1,1914-08-23 09:00:00,1914-08-23 09:00:00,1914-08-23 23:00:00,1914-08-23 23:00:00,840,840,FALSE
267,1,1914-08-26 06:00:00,1914-08-26 06:00:00,1914-08-26 18:00:00,1914-08-26 18:00:00,720,720,FALSE
268,1,1914-08-29 09:00:00,1914-08-29 09:00:00,1914-08-29 23:00:00,1914-08-29 23:00:00,840,840,FALSE
269,1,1914-09-03 00:00:00,1914-09-04 00:00:00,1914-09-07 00:00:00,1914-09-08 00:00:00,7200,4320,FALSE
270,1,1914-09-05 00:00:00,1914-09-06 00:00:00,1914-09-05 00:00:00,1914-09-06 00:00:00,1440,0,FALSE
271,1,1914-09-06 00:00:00,1914-09-07 00:00:00,1914-09-09 00:00:00,1914-09-10 00:00:00,5760,2880,FALSE
272,1,1914-09-06 00:00:00,1914-09-07 00:00:00,1914-09-09 00:00:00,1914-09-10 00:00:00,5760,2880,FALSE
273,1,1914-09-06 00:00:00,1914-09-07 00:00:00,1914-09-09 00:00:00,1914-09-10 00:00:00,5760,2880,FALSE
274,1,1914-09-06 00:00:00,1914-09-07 00:00:00,1914-09-09 00:00:00,1914-09-10 00:00:00,5760,2880,FALSE
275,1,1914-09-06 00:00:00,1914-09-07 00:00:00,1914-09-09 00:00:00,1914-09-10 00:00:00,5760,2880,FALSE
276,1,1914-09-06 00:00:00,1914-09-07 00:00:00,1914-09-09 00:00:00,1914-09-10 00:00:00,5760,2880,FALSE
277,1,1914-09-13 00:00:00,1914-09-14 00:00:00,1914-09-18 00:00:00,1914-09-19 00:00:00,8640,5760,FALSE
278,1,1914-08-17 11:00:00,1914-08-17 11:00:00,1914-08-17 20:00:00,1914-08-17 20:00:00,540,540,FALSE
279,1,1914-08-20 04:00:00,1914-08-20 04:00:00,1914-08-20 16:00:00,1914-08-20 16:00:00,720,720,FALSE
280,1,1914-08-26 00:00:00,1914-08-27 00:00:00,1914-08-29 00:00:00,1914-08-30 00:00:00,5760,2880,FALSE
281,1,1914-09-09 00:00:00,1914-09-10 00:00:00,1914-09-13 00:00:00,1914-09-14 00:00:00,7200,4320,FALSE
282,1,1914-08-23 00:00:00,1914-08-24 00:00:00,1914-08-25 00:00:00,1914-08-26 00:00:00,4320,1440,FALSE
283,1,1914-08-26 00:00:00,1914-08-27 00:00:00,1914-08-30 00:00:00,1914-08-31 00:00:00,7200,4320,FALSE
284,1,1914-08-26 00:00:00,1914-08-27 00:00:00,1914-08-30 00:00:00,1914-08-31 00:00:00,7200,4320,FALSE
285,1,1914-09-03 00:00:00,1914-09-04 00:00:00,1914-09-10 00:00:00,1914-09-11 00:00:00,11520,8640,FALSE
286,1,1914-11-12 00:00:00,1914-11-13 00:00:00,1914-11-24 00:00:00,1914-11-25 00:00:00,18720,15840,FALSE
287,1,1914-08-12 00:00:00,1914-08-13 00:00:00,1914-08-19 00:00:00,1914-08-20 00:00:00,11520,8640,FALSE
288,1,1914-12-03 00:00:00,1914-12-04 00:00:00,1914-12-09 00:00:00,1914-12-10 00:00:00,10080,7200,FALSE
289,1,1915-02-15 00:00:00,1915-02-16 00:00:00,1915-03-16 00:00:00,1915-03-17 00:00:00,43200,40320,FALSE
290,1,1915-03-10 08:30:00,1915-03-10 08:30:00,1915-03-10 13:00:00,1915-03-10 13:00:00,270,270,FALSE
290,2,1915-03-10 17:30:00,1915-03-10 17:30:00,1915-03-10 19:00:00,1915-03-10 19:00:00,90,90,FALSE
290,3,1915-03-11 07:00:00,1915-03-11 07:00:00,1915-03-11 12:00:00,1915-03-11 12:00:00,300,300,FALSE
290,4,1915-03-12 05:00:00,1915-03-12 05:00:00,1915-03-12 07:00:00,1915-03-12 07:00:00,120,120,FALSE
290,5,1915-03-12 12:30:00,1915-03-12 12:30:00,1915-03-12 16:40:00,1915-03-12 16:40:00,250,250,FALSE
290,6,1915-03-13 09:30:00,1915-03-13 09:30:00,1915-03-13 10:30:00,1915-03-13 10:30:00,60,60,FALSE
291,1,1915-04-22 00:00:00,1915-04-23 00:00:00,1915-05-24 00:00:00,1915-05-25 00:00:00,47520,44640,FALSE
292,1,1915-05-16 00:00:00,1915-05-17 00:00:00,1915-05-26 00:00:00,1915-05-27 00:00:00,15840,12960,FALSE
293,1,1915-09-25 00:00:00,1915-09-26 00:00:00,1915-10-14 00:00:00,1915-10-15 00:00:00,28800,25920,FALSE
294,1,1915-02-07 00:00:00,1915-02-08 00:00:00,1915-02-21 00:00:00,1915-02-22 00:00:00,21600,18720,FALSE
295,1,1915-05-02 00:00:00,1915-05-03 00:00:00,1915-05-04 00:00:00,1915-05-05 00:00:00,4320,1440,FALSE
296,1,1915-06-23 00:00:00,1915-06-24 00:00:00,1915-07-07 00:00:00,1915-07-08 00:00:00,21600,18720,FALSE
297,1,1915-07-18 00:00:00,1915-07-19 00:00:00,1915-08-03 00:00:00,1915-08-04 00:00:00,24480,21600,FALSE
298,1,1915-10-18 00:00:00,1915-10-19 00:00:00,1915-11-04 00:00:00,1915-11-05 00:00:00,25920,23040,FALSE
299,1,1915-11-10 00:00:00,1915-11-11 00:00:00,1915-12-02 00:00:00,1915-12-03 00:00:00,33120,30240,FALSE
300,1,1915-04-25 04:30:00,1915-04-25 04:30:00,1915-04-25 19:00:00,1915-04-25 19:00:00,870,870,FALSE
300,2,1915-04-25 20:00:00,1915-04-25 20:00:00,1915-04-25 22:00:00,1915-04-25 22:00:00,120,120,FALSE
301,1,1915-08-07 00:00:00,1915-08-08 00:00:00,1915-08-10 00:00:00,1915-08-11 00:00:00,5760,2880,FALSE
302,1,1915-09-27 00:00:00,1915-09-28 00:00:00,1915-09-28 00:00:00,1915-09-29 00:00:00,2880,0,FALSE
303,1,1915-11-22 00:00:00,1915-11-23 00:00:00,1915-11-24 00:00:00,1915-11-25 00:00:00,4320,1440,FALSE
304,1,1916-07-01 00:00:00,1916-07-02 00:00:00,1916-09-30 00:00:00,1916-10-01 00:00:00,132480,129600,FALSE
304,2,1916-11-01 00:00:00,1916-11-02 00:00:00,1916-11-24 00:00:00,1916-11-25 00:00:00,34560,31680,FALSE
305,1,1916-07-01 07:30:00,1916-07-01 07:30:00,1916-07-01 20:30:00,1916-07-01 20:30:00,780,780,FALSE
306,1,1916-07-01 07:30:00,1916-07-01 07:30:00,1916-07-01 19:30:00,1916-07-01 19:30:00,720,720,FALSE
307,1,1916-07-14 03:30:00,1916-07-14 03:30:00,1916-07-14 20:00:00,1916-07-14 20:00:00,990,990,FALSE
308,1,1916-09-15 06:20:00,1916-09-15 06:20:00,1916-09-15 21:25:00,1916-09-15 21:25:00,905,905,FALSE
309,1,1916-01-10 00:00:00,1916-01-11 00:00:00,1916-01-16 00:00:00,1916-01-17 00:00:00,10080,7200,FALSE
310,1,1916-03-18 00:00:00,1916-03-19 00:00:00,1916-03-26 00:00:00,1916-03-27 00:00:00,12960,10080,FALSE
311,1,1916-06-04 00:00:00,1916-06-05 00:00:00,1916-07-07 00:00:00,1916-07-08 00:00:00,48960,46080,FALSE
312,1,1916-03-11 00:00:00,1916-03-12 00:00:00,1916-03-15 00:00:00,1916-03-16 00:00:00,7200,4320,FALSE
313,1,1916-05-15 00:00:00,1916-05-16 00:00:00,1916-06-10 00:00:00,1916-06-11 00:00:00,38880,36000,FALSE
314,1,1916-06-16 00:00:00,1916-06-17 00:00:00,1916-07-09 00:00:00,1916-07-10 00:00:00,34560,31680,FALSE
315,1,1916-08-06 00:00:00,1916-08-07 00:00:00,1916-08-17 00:00:00,1916-08-18 00:00:00,17280,14400,FALSE
316,1,1917-04-09 00:00:00,1917-04-10 00:00:00,1917-04-23 00:00:00,1917-04-24 00:00:00,21600,18720,FALSE
317,1,1917-04-16 00:00:00,1917-04-17 00:00:00,1917-04-30 00:00:00,1917-05-01 00:00:00,21600,18720,FALSE
318,1,1917-06-07 00:00:00,1917-06-08 00:00:00,1917-06-14 00:00:00,1917-06-15 00:00:00,11520,8640,FALSE
319,1,1917-07-31 00:00:00,1917-08-01 00:00:00,1917-12-07 00:00:00,1917-12-08 00:00:00,187200,184320,FALSE
320,1,1917-11-20 00:00:00,1917-11-21 00:00:00,1917-11-26 00:00:00,1917-11-27 00:00:00,10080,7200,FALSE
321,1,1917-11-30 00:00:00,1917-12-01 00:00:00,1917-12-03 00:00:00,1917-12-04 00:00:00,5760,2880,FALSE
322,1,1917-05-12 00:00:00,1917-05-13 00:00:00,1917-06-05 00:00:00,1917-06-06 00:00:00,36000,33120,FALSE
323,1,1917-08-18 00:00:00,1917-08-19 00:00:00,1917-09-15 00:00:00,1917-09-16 00:00:00,41760,38880,FALSE
324,1,1917-10-24 00:00:00,1917-10-25 00:00:00,1917-11-23 00:00:00,1917-11-24 00:00:00,44640,41760,FALSE
325,1,1917-02-22 10:00:00,1917-02-22 10:00:00,1917-02-22 19:30:00,1917-02-22 19:30:00,570,570,FALSE
325,2,1917-02-23 05:30:00,1917-02-23 05:30:00,1917-02-23 19:00:00,1917-02-23 19:00:00,810,810,FALSE
325,3,1917-02-24 06:15:00,1917-02-24 06:15:00,1917-02-24 19:00:00,1917-02-24 19:00:00,765,765,FALSE
326,1,1917-03-26 11:45:00,1917-03-26 11:45:00,1917-03-26 18:30:00,1917-03-26 18:30:00,405,405,FALSE
326,2,1917-03-27 05:30:00,1917-03-27 05:30:00,1917-03-27 09:30:00,1917-03-27 09:30:00,240,240,FALSE
326,3,1917-03-27 19:00:00,1917-03-27 19:00:00,1917-03-27 20:00:00,1917-03-27 20:00:00,60,60,FALSE
327,1,1917-04-17 04:15:00,1917-04-17 04:15:00,1917-04-17 07:00:00,1917-04-17 07:00:00,165,165,FALSE
327,2,1917-04-19 06:30:00,1917-04-19 06:30:00,1917-04-19 17:00:00,1917-04-19 17:00:00,630,630,FALSE
328,1,1917-10-31 00:00:00,1917-11-01 00:00:00,1917-11-06 00:00:00,1917-11-07 00:00:00,10080,7200,FALSE
329,1,1917-11-13 00:00:00,1917-11-14 00:00:00,1917-11-14 00:00:00,1917-11-15 00:00:00,2880,0,FALSE
330,1,1918-03-21 00:00:00,1918-03-22 00:00:00,1918-03-26 00:00:00,1918-03-27 00:00:00,8640,5760,FALSE
331,1,1918-03-27 00:00:00,1918-03-28 00:00:00,1918-04-09 00:00:00,1918-04-10 00:00:00,20160,17280,FALSE
332,1,1918-04-09 00:00:00,1918-04-10 00:00:00,1918-04-30 00:00:00,1918-05-01 00:00:00,31680,28800,FALSE
333,1,1918-04-14 00:30:00,1918-04-14 00:30:00,1918-04-14 02:30:00,1918-04-14 02:30:00,120,120,FALSE
334,1,1918-05-27 00:00:00,1918-05-28 00:00:00,1918-06-03 00:00:00,1918-06-04 00:00:00,11520,8640,FALSE
335,1,1918-05-28 06:45:00,1918-05-28 06:45:00,1918-05-28 07:20:00,1918-05-28 07:20:00,35,35,FALSE
335,2,1918-05-28 07:30:00,1918-05-28 07:30:00,1918-05-28 08:00:00,1918-05-28 08:00:00,30,30,FALSE
335,3,1918-05-28 09:30:00,1918-05-28 09:30:00,1918-05-28 10:00:00,1918-05-28 10:00:00,30,30,FALSE
335,4,1918-05-28 17:10:00,1918-05-28 17:10:00,1918-05-28 17:40:00,1918-05-28 17:40:00,30,30,FALSE
335,5,1918-05-28 18:30:00,1918-05-28 18:30:00,1918-05-28 19:00:00,1918-05-28 19:00:00,30,30,FALSE
336,1,1918-06-06 03:45:00,1918-06-06 03:45:00,1918-06-06 12:30:00,1918-06-06 12:30:00,525,525,FALSE
336,2,1918-06-06 17:00:00,1918-06-06 17:00:00,1918-06-06 21:00:00,1918-06-06 21:00:00,240,240,FALSE
337,1,1918-06-06 03:45:00,1918-06-06 03:45:00,1918-06-06 12:30:00,1918-06-06 12:30:00,525,525,FALSE
