"isqno","atp_number","start_time_min","start_time_max","end_time_min","end_time_max","duration"
198,1,1863-06-09 04:00:00,1863-06-09 04:00:00,1863-06-09 04:00:00,1863-06-09 04:00:00,
199,1,1863-07-01 10:00:00,1863-07-01 10:00:00,1863-07-01 10:00:00,1863-07-01 10:00:00,
199,2,1863-07-02 16:00:00,1863-07-02 16:00:00,1863-07-02 16:00:00,1863-07-02 16:00:00,
199,3,1863-07-03 05:00:00,1863-07-03 05:00:00,1863-07-03 05:00:00,1863-07-03 05:00:00,
199,4,1863-07-03 13:00:00,1863-07-03 13:00:00,1863-07-03 13:00:00,1863-07-03 13:00:00,
200,1,1863-09-19 05:30:00,1863-09-19 05:30:00,1863-09-19 05:30:00,1863-09-19 05:30:00,
200,2,1863-09-20 09:00:00,1863-09-20 09:00:00,1863-09-20 09:00:00,1863-09-20 09:00:00,
201,1,1863-11-24 10:00:00,1863-11-24 10:00:00,1863-11-24 10:00:00,1863-11-24 10:00:00,
201,2,1863-11-25 07:00:00,1863-11-25 07:00:00,1863-11-25 07:00:00,1863-11-25 07:00:00,
202,1,1864-05-05 07:15:00,1864-05-05 07:15:00,1864-05-05 07:15:00,1864-05-05 07:15:00,
202,2,1864-05-06 05:00:00,1864-05-06 05:00:00,1864-05-06 05:00:00,1864-05-06 05:00:00,
203,1,1864-05-08 00:00:00,1864-05-09 00:00:00,1864-05-08 00:00:00,1864-05-09 00:00:00,
204,1,1864-05-15 05:00:00,1864-05-15 05:00:00,1864-05-15 05:00:00,1864-05-15 05:00:00,
205,1,1864-06-03 04:30:00,1864-06-03 04:30:00,1864-06-03 04:30:00,1864-06-03 04:30:00,
206,1,1864-06-27 09:00:00,1864-06-27 09:00:00,1864-06-27 09:00:00,1864-06-27 09:00:00,
207,1,1864-07-20 15:00:00,1864-07-20 15:00:00,1864-07-20 15:00:00,1864-07-20 15:00:00,
208,1,1864-07-22 12:30:00,1864-07-22 12:30:00,1864-07-22 12:30:00,1864-07-22 12:30:00,
209,1,1864-06-15 19:00:00,1864-06-15 19:00:00,1864-06-15 19:00:00,1864-06-15 19:00:00,
209,2,1864-06-16 18:00:00,1864-06-16 18:00:00,1864-06-16 18:00:00,1864-06-16 18:00:00,
209,3,1864-06-18 04:30:00,1864-06-18 04:30:00,1864-06-18 04:30:00,1864-06-18 04:30:00,
209,4,1864-06-18 12:30:00,1864-06-18 12:30:00,1864-06-18 12:30:00,1864-06-18 12:30:00,
209,5,1864-06-18 16:00:00,1864-06-18 16:00:00,1864-06-18 16:00:00,1864-06-18 16:00:00,
210,1,1864-08-18 00:00:00,1864-08-19 00:00:00,1864-08-18 00:00:00,1864-08-19 00:00:00,
211,1,1864-09-19 05:00:00,1864-09-19 05:00:00,1864-09-19 05:00:00,1864-09-19 05:00:00,
212,1,1864-10-19 05:30:00,1864-10-19 05:30:00,1864-10-19 05:30:00,1864-10-19 05:30:00,
212,2,1864-10-19 12:00:00,1864-10-19 12:00:00,1864-10-19 12:00:00,1864-10-19 12:00:00,
212,3,1864-10-19 16:00:00,1864-10-19 16:00:00,1864-10-19 16:00:00,1864-10-19 16:00:00,
213,1,1864-11-30 15:30:00,1864-11-30 15:30:00,1864-11-30 15:30:00,1864-11-30 15:30:00,
214,1,1864-12-15 08:00:00,1864-12-15 08:00:00,1864-12-15 08:00:00,1864-12-15 08:00:00,
214,2,1864-12-16 15:00:00,1864-12-16 15:00:00,1864-12-16 15:00:00,1864-12-16 15:00:00,
215,1,1865-03-19 06:00:00,1865-03-19 06:00:00,1865-03-19 06:00:00,1865-03-19 06:00:00,
215,2,1865-03-21 06:00:00,1865-03-21 06:00:00,1865-03-21 06:00:00,1865-03-21 06:00:00,
216,1,1865-03-29 00:00:00,1865-03-30 00:00:00,1865-03-29 00:00:00,1865-03-30 00:00:00,
217,1,1865-04-01 16:00:00,1865-04-01 16:00:00,1865-04-01 16:00:00,1865-04-01 16:00:00,
218,1,1865-04-02 00:00:00,1865-04-03 00:00:00,1865-04-02 00:00:00,1865-04-03 00:00:00,
219,1,1865-04-06 08:30:00,1865-04-06 08:30:00,1865-04-06 08:30:00,1865-04-06 08:30:00,
220,1,1870-08-04 08:30:00,1870-08-04 08:30:00,1870-08-04 08:30:00,1870-08-04 08:30:00,
221,1,1870-08-06 08:00:00,1870-08-06 08:00:00,1870-08-06 08:00:00,1870-08-06 08:00:00,
222,1,1870-08-06 05:00:00,1870-08-06 05:00:00,1870-08-06 05:00:00,1870-08-06 05:00:00,
223,1,1870-08-16 10:00:00,1870-08-16 10:00:00,1870-08-16 10:00:00,1870-08-16 10:00:00,
224,1,1870-08-18 11:30:00,1870-08-18 11:30:00,1870-08-18 11:30:00,1870-08-18 11:30:00,
225,1,1870-09-01 04:00:00,1870-09-01 04:00:00,1870-09-01 04:00:00,1870-09-01 04:00:00,
226,1,1870-11-09 09:00:00,1870-11-09 09:00:00,1870-11-09 09:00:00,1870-11-09 09:00:00,
227,1,1870-12-02 00:00:00,1870-12-03 00:00:00,1870-12-02 00:00:00,1870-12-03 00:00:00,
228,1,1871-01-11 09:00:00,1871-01-11 09:00:00,1871-01-11 09:00:00,1871-01-11 09:00:00,
228,2,1871-01-12 08:00:00,1871-01-12 08:00:00,1871-01-12 08:00:00,1871-01-12 08:00:00,
229,1,1871-01-15 00:00:00,1871-01-16 00:00:00,1871-01-15 00:00:00,1871-01-16 00:00:00,
230,1,1879-01-22 12:00:00,1879-01-22 12:00:00,1879-01-22 12:00:00,1879-01-22 12:00:00,
231,1,1879-07-04 08:00:00,1879-07-04 08:00:00,1879-07-04 08:00:00,1879-07-04 08:00:00,
232,1,1881-02-27 12:30:00,1881-02-27 12:30:00,1881-02-27 12:30:00,1881-02-27 12:30:00,
233,1,1882-09-13 04:55:00,1882-09-13 04:55:00,1882-09-13 04:55:00,1882-09-13 04:55:00,
234,1,1898-09-02 06:30:00,1898-09-02 06:30:00,1898-09-02 06:30:00,1898-09-02 06:30:00,
235,1,1896-03-01 00:00:00,1896-03-02 00:00:00,1896-03-01 00:00:00,1896-03-02 00:00:00,
236,1,1899-11-28 05:30:00,1899-11-28 05:30:00,1899-11-28 05:30:00,1899-11-28 05:30:00,
237,1,1899-12-11 05:00:00,1899-12-11 05:00:00,1899-12-11 05:00:00,1899-12-11 05:00:00,
238,1,1899-12-15 06:30:00,1899-12-15 06:30:00,1899-12-15 06:30:00,1899-12-15 06:30:00,
239,1,1900-01-24 08:00:00,1900-01-24 08:00:00,1900-01-24 08:00:00,1900-01-24 08:00:00,
240,1,1900-02-18 08:00:00,1900-02-18 08:00:00,1900-02-18 08:00:00,1900-02-18 08:00:00,
240,2,1900-02-18 14:00:00,1900-02-18 14:00:00,1900-02-18 14:00:00,1900-02-18 14:00:00,
240,3,1900-02-18 17:15:00,1900-02-18 17:15:00,1900-02-18 17:15:00,1900-02-18 17:15:00,
241,1,1898-07-01 06:30:00,1898-07-01 06:30:00,1898-07-01 06:30:00,1898-07-01 06:30:00,
242,1,1904-04-30 04:00:00,1904-04-30 04:00:00,1904-04-30 04:00:00,1904-04-30 04:00:00,
242,2,1904-05-01 05:00:00,1904-05-01 05:00:00,1904-05-01 05:00:00,1904-05-01 05:00:00,
243,1,1904-06-14 12:00:00,1904-06-14 12:00:00,1904-06-14 12:00:00,1904-06-14 12:00:00,
243,2,1904-06-15 05:20:00,1904-06-15 05:20:00,1904-06-15 05:20:00,1904-06-15 05:20:00,
244,1,1904-08-25 00:00:00,1904-08-26 00:00:00,1904-08-25 00:00:00,1904-08-26 00:00:00,
245,1,1904-10-05 00:00:00,1904-10-06 00:00:00,1904-10-05 00:00:00,1904-10-06 00:00:00,
246,1,1905-01-26 10:30:00,1905-01-26 10:30:00,1905-01-26 10:30:00,1905-01-26 10:30:00,
246,2,1905-01-27 05:00:00,1905-01-27 05:00:00,1905-01-27 05:00:00,1905-01-27 05:00:00,
247,1,1905-02-21 00:00:00,1905-02-22 00:00:00,1905-02-21 00:00:00,1905-02-22 00:00:00,
248,1,1912-10-23 05:30:00,1912-10-23 05:30:00,1912-10-23 05:30:00,1912-10-23 05:30:00,
248,2,1912-10-24 05:30:00,1912-10-24 05:30:00,1912-10-24 05:30:00,1912-10-24 05:30:00,
249,1,1912-10-28 00:00:00,1912-10-29 00:00:00,1912-10-28 00:00:00,1912-10-29 00:00:00,
250,1,1912-11-01 00:00:00,1912-11-02 00:00:00,1912-11-01 00:00:00,1912-11-02 00:00:00,
251,1,1912-11-05 00:00:00,1912-11-06 00:00:00,1912-11-05 00:00:00,1912-11-06 00:00:00,
252,1,1913-03-23 00:00:00,1913-03-24 00:00:00,1913-03-23 00:00:00,1913-03-24 00:00:00,
253,1,1920-08-14 00:00:00,1920-08-15 00:00:00,1920-08-14 00:00:00,1920-08-15 00:00:00,
254,1,1920-09-23 00:00:00,1920-09-24 00:00:00,1920-09-23 00:00:00,1920-09-24 00:00:00,
255,1,1937-03-11 00:00:00,1937-03-12 00:00:00,1937-03-11 00:00:00,1937-03-12 00:00:00,
256,1,1938-07-31 02:00:00,1938-07-31 02:00:00,1938-07-31 02:00:00,1938-07-31 02:00:00,
257,1,1938-08-02 08:00:00,1938-08-02 08:00:00,1938-08-02 08:00:00,1938-08-02 08:00:00,
257,2,1938-08-02 20:00:00,1938-08-02 20:00:00,1938-08-02 20:00:00,1938-08-02 20:00:00,
257,3,1938-08-03 01:00:00,1938-08-03 01:00:00,1938-08-03 01:00:00,1938-08-03 01:00:00,
257,4,1938-08-03 05:00:00,1938-08-03 05:00:00,1938-08-03 05:00:00,1938-08-03 05:00:00,
258,1,1938-08-06 00:00:00,1938-08-07 00:00:00,1938-08-06 00:00:00,1938-08-07 00:00:00,
259,1,1939-05-28 00:00:00,1939-05-29 00:00:00,1939-05-28 00:00:00,1939-05-29 00:00:00,
260,1,1939-08-20 00:00:00,1939-08-21 00:00:00,1939-08-20 00:00:00,1939-08-21 00:00:00,
261,1,1939-12-11 00:00:00,1939-12-12 00:00:00,1939-12-11 00:00:00,1939-12-12 00:00:00,
262,1,1914-08-15 00:00:00,1914-08-16 00:00:00,1914-08-15 00:00:00,1914-08-16 00:00:00,
263,1,1914-08-20 00:00:00,1914-08-21 00:00:00,1914-08-20 00:00:00,1914-08-21 00:00:00,
264,1,1914-08-22 00:00:00,1914-08-23 00:00:00,1914-08-22 00:00:00,1914-08-23 00:00:00,
265,1,1914-08-22 00:00:00,1914-08-23 00:00:00,1914-08-22 00:00:00,1914-08-23 00:00:00,
266,1,1914-08-23 09:00:00,1914-08-23 09:00:00,1914-08-23 09:00:00,1914-08-23 09:00:00,
267,1,1914-08-26 06:00:00,1914-08-26 06:00:00,1914-08-26 06:00:00,1914-08-26 06:00:00,
268,1,1914-08-29 09:00:00,1914-08-29 09:00:00,1914-08-29 09:00:00,1914-08-29 09:00:00,
269,1,1914-09-03 00:00:00,1914-09-04 00:00:00,1914-09-03 00:00:00,1914-09-04 00:00:00,
270,1,1914-09-05 00:00:00,1914-09-06 00:00:00,1914-09-05 00:00:00,1914-09-06 00:00:00,
271,1,1914-09-06 00:00:00,1914-09-07 00:00:00,1914-09-06 00:00:00,1914-09-07 00:00:00,
272,1,1914-09-06 00:00:00,1914-09-07 00:00:00,1914-09-06 00:00:00,1914-09-07 00:00:00,
273,1,1914-09-06 00:00:00,1914-09-07 00:00:00,1914-09-06 00:00:00,1914-09-07 00:00:00,
274,1,1914-09-06 00:00:00,1914-09-07 00:00:00,1914-09-06 00:00:00,1914-09-07 00:00:00,
275,1,1914-09-06 00:00:00,1914-09-07 00:00:00,1914-09-06 00:00:00,1914-09-07 00:00:00,
276,1,1914-09-06 00:00:00,1914-09-07 00:00:00,1914-09-06 00:00:00,1914-09-07 00:00:00,
277,1,1914-09-13 00:00:00,1914-09-14 00:00:00,1914-09-13 00:00:00,1914-09-14 00:00:00,
278,1,1914-08-17 11:00:00,1914-08-17 11:00:00,1914-08-17 11:00:00,1914-08-17 11:00:00,
279,1,1914-08-20 04:00:00,1914-08-20 04:00:00,1914-08-20 04:00:00,1914-08-20 04:00:00,
280,1,1914-08-26 00:00:00,1914-08-27 00:00:00,1914-08-26 00:00:00,1914-08-27 00:00:00,
281,1,1914-09-09 00:00:00,1914-09-10 00:00:00,1914-09-09 00:00:00,1914-09-10 00:00:00,
282,1,1914-08-23 00:00:00,1914-08-24 00:00:00,1914-08-23 00:00:00,1914-08-24 00:00:00,
283,1,1914-08-26 00:00:00,1914-08-27 00:00:00,1914-08-26 00:00:00,1914-08-27 00:00:00,
284,1,1914-08-26 00:00:00,1914-08-27 00:00:00,1914-08-26 00:00:00,1914-08-27 00:00:00,
285,1,1914-09-03 00:00:00,1914-09-04 00:00:00,1914-09-03 00:00:00,1914-09-04 00:00:00,
286,1,1914-11-12 00:00:00,1914-11-13 00:00:00,1914-11-12 00:00:00,1914-11-13 00:00:00,
287,1,1914-08-12 00:00:00,1914-08-13 00:00:00,1914-08-12 00:00:00,1914-08-13 00:00:00,
288,1,1914-12-03 00:00:00,1914-12-04 00:00:00,1914-12-03 00:00:00,1914-12-04 00:00:00,
289,1,1915-02-15 00:00:00,1915-02-16 00:00:00,1915-02-15 00:00:00,1915-02-16 00:00:00,
290,1,1915-03-10 08:30:00,1915-03-10 08:30:00,1915-03-10 08:30:00,1915-03-10 08:30:00,
290,2,1915-03-10 17:30:00,1915-03-10 17:30:00,1915-03-10 17:30:00,1915-03-10 17:30:00,
290,3,1915-03-11 07:00:00,1915-03-11 07:00:00,1915-03-11 07:00:00,1915-03-11 07:00:00,
290,4,1915-03-12 05:00:00,1915-03-12 05:00:00,1915-03-12 05:00:00,1915-03-12 05:00:00,
290,5,1915-03-12 12:30:00,1915-03-12 12:30:00,1915-03-12 12:30:00,1915-03-12 12:30:00,
290,6,1915-03-13 09:30:00,1915-03-13 09:30:00,1915-03-13 09:30:00,1915-03-13 09:30:00,
291,1,1915-04-22 00:00:00,1915-04-23 00:00:00,1915-04-22 00:00:00,1915-04-23 00:00:00,
292,1,1915-05-16 00:00:00,1915-05-17 00:00:00,1915-05-16 00:00:00,1915-05-17 00:00:00,
293,1,1915-09-25 00:00:00,1915-09-26 00:00:00,1915-09-25 00:00:00,1915-09-26 00:00:00,
294,1,1915-02-07 00:00:00,1915-02-08 00:00:00,1915-02-07 00:00:00,1915-02-08 00:00:00,
295,1,1915-05-02 00:00:00,1915-05-03 00:00:00,1915-05-02 00:00:00,1915-05-03 00:00:00,
296,1,1915-06-23 00:00:00,1915-06-24 00:00:00,1915-06-23 00:00:00,1915-06-24 00:00:00,
297,1,1915-07-18 00:00:00,1915-07-19 00:00:00,1915-07-18 00:00:00,1915-07-19 00:00:00,
298,1,1915-10-18 00:00:00,1915-10-19 00:00:00,1915-10-18 00:00:00,1915-10-19 00:00:00,
299,1,1915-11-10 00:00:00,1915-11-11 00:00:00,1915-11-10 00:00:00,1915-11-11 00:00:00,
300,1,1915-04-25 04:30:00,1915-04-25 04:30:00,1915-04-25 04:30:00,1915-04-25 04:30:00,
300,2,1915-04-25 20:00:00,1915-04-25 20:00:00,1915-04-25 20:00:00,1915-04-25 20:00:00,
301,1,1915-08-07 00:00:00,1915-08-08 00:00:00,1915-08-07 00:00:00,1915-08-08 00:00:00,
302,1,1915-09-27 00:00:00,1915-09-28 00:00:00,1915-09-27 00:00:00,1915-09-28 00:00:00,
303,1,1915-11-22 00:00:00,1915-11-23 00:00:00,1915-11-22 00:00:00,1915-11-23 00:00:00,
304,1,1916-07-01 00:00:00,1916-07-02 00:00:00,1916-07-01 00:00:00,1916-07-02 00:00:00,
304,2,1916-11-01 00:00:00,1916-11-02 00:00:00,1916-11-01 00:00:00,1916-11-02 00:00:00,
305,1,1916-07-01 07:30:00,1916-07-01 07:30:00,1916-07-01 07:30:00,1916-07-01 07:30:00,
306,1,1916-07-01 07:30:00,1916-07-01 07:30:00,1916-07-01 07:30:00,1916-07-01 07:30:00,
307,1,1916-07-14 03:30:00,1916-07-14 03:30:00,1916-07-14 03:30:00,1916-07-14 03:30:00,
308,1,1916-09-15 06:20:00,1916-09-15 06:20:00,1916-09-15 06:20:00,1916-09-15 06:20:00,
309,1,1916-01-10 00:00:00,1916-01-11 00:00:00,1916-01-10 00:00:00,1916-01-11 00:00:00,
310,1,1916-03-18 00:00:00,1916-03-19 00:00:00,1916-03-18 00:00:00,1916-03-19 00:00:00,
311,1,1916-06-04 00:00:00,1916-06-05 00:00:00,1916-06-04 00:00:00,1916-06-05 00:00:00,
312,1,1916-03-11 00:00:00,1916-03-12 00:00:00,1916-03-11 00:00:00,1916-03-12 00:00:00,
313,1,1916-05-15 00:00:00,1916-05-16 00:00:00,1916-05-15 00:00:00,1916-05-16 00:00:00,
314,1,1916-06-16 00:00:00,1916-06-17 00:00:00,1916-06-16 00:00:00,1916-06-17 00:00:00,
315,1,1916-08-06 00:00:00,1916-08-07 00:00:00,1916-08-06 00:00:00,1916-08-07 00:00:00,
316,1,1917-04-09 00:00:00,1917-04-10 00:00:00,1917-04-09 00:00:00,1917-04-10 00:00:00,
317,1,1917-04-16 00:00:00,1917-04-17 00:00:00,1917-04-16 00:00:00,1917-04-17 00:00:00,
318,1,1917-06-07 00:00:00,1917-06-08 00:00:00,1917-06-07 00:00:00,1917-06-08 00:00:00,
319,1,1917-07-31 00:00:00,1917-08-01 00:00:00,1917-07-31 00:00:00,1917-08-01 00:00:00,
320,1,1917-11-20 00:00:00,1917-11-21 00:00:00,1917-11-20 00:00:00,1917-11-21 00:00:00,
321,1,1917-11-30 00:00:00,1917-12-01 00:00:00,1917-11-30 00:00:00,1917-12-01 00:00:00,
322,1,1917-05-12 00:00:00,1917-05-13 00:00:00,1917-05-12 00:00:00,1917-05-13 00:00:00,
323,1,1917-08-18 00:00:00,1917-08-19 00:00:00,1917-08-18 00:00:00,1917-08-19 00:00:00,
324,1,1917-10-24 00:00:00,1917-10-25 00:00:00,1917-10-24 00:00:00,1917-10-25 00:00:00,
325,1,1917-02-22 10:00:00,1917-02-22 10:00:00,1917-02-22 10:00:00,1917-02-22 10:00:00,
325,2,1917-02-23 05:30:00,1917-02-23 05:30:00,1917-02-23 05:30:00,1917-02-23 05:30:00,
325,3,1917-02-24 06:15:00,1917-02-24 06:15:00,1917-02-24 06:15:00,1917-02-24 06:15:00,
326,1,1917-03-26 11:45:00,1917-03-26 11:45:00,1917-03-26 11:45:00,1917-03-26 11:45:00,
326,2,1917-03-27 05:30:00,1917-03-27 05:30:00,1917-03-27 05:30:00,1917-03-27 05:30:00,
326,3,1917-03-27 19:00:00,1917-03-27 19:00:00,1917-03-27 19:00:00,1917-03-27 19:00:00,
327,1,1917-04-17 04:15:00,1917-04-17 04:15:00,1917-04-17 04:15:00,1917-04-17 04:15:00,
327,2,1917-04-19 06:30:00,1917-04-19 06:30:00,1917-04-19 06:30:00,1917-04-19 06:30:00,
328,1,1917-10-31 00:00:00,1917-11-01 00:00:00,1917-10-31 00:00:00,1917-11-01 00:00:00,
329,1,1917-11-13 00:00:00,1917-11-14 00:00:00,1917-11-13 00:00:00,1917-11-14 00:00:00,
330,1,1918-03-21 00:00:00,1918-03-22 00:00:00,1918-03-21 00:00:00,1918-03-22 00:00:00,
331,1,1918-03-27 00:00:00,1918-03-28 00:00:00,1918-03-27 00:00:00,1918-03-28 00:00:00,
332,1,1918-04-09 00:00:00,1918-04-10 00:00:00,1918-04-09 00:00:00,1918-04-10 00:00:00,
333,1,1918-04-14 00:30:00,1918-04-14 00:30:00,1918-04-14 00:30:00,1918-04-14 00:30:00,
334,1,1918-05-27 00:00:00,1918-05-28 00:00:00,1918-05-27 00:00:00,1918-05-28 00:00:00,
335,1,1918-05-28 06:45:00,1918-05-28 06:45:00,1918-05-28 06:45:00,1918-05-28 06:45:00,
335,2,1918-05-28 07:30:00,1918-05-28 07:30:00,1918-05-28 07:30:00,1918-05-28 07:30:00,
335,3,1918-05-28 09:30:00,1918-05-28 09:30:00,1918-05-28 09:30:00,1918-05-28 09:30:00,
335,4,1918-05-28 17:10:00,1918-05-28 17:10:00,1918-05-28 17:10:00,1918-05-28 17:10:00,
335,5,1918-05-28 18:30:00,1918-05-28 18:30:00,1918-05-28 18:30:00,1918-05-28 18:30:00,
336,1,1918-06-06 03:45:00,1918-06-06 03:45:00,1918-06-06 03:45:00,1918-06-06 03:45:00,
336,2,1918-06-06 17:00:00,1918-06-06 17:00:00,1918-06-06 17:00:00,1918-06-06 17:00:00,
337,1,1918-06-06 03:45:00,1918-06-06 03:45:00,1918-06-06 03:45:00,1918-06-06 03:45:00,
338,1,1918-06-06 17:00:00,1918-06-06 17:00:00,1918-06-06 17:00:00,1918-06-06 17:00:00,
339,1,1918-06-06 17:00:00,1918-06-06 17:00:00,1918-06-06 17:00:00,1918-06-06 17:00:00,
340,1,1918-06-06 17:00:00,1918-06-06 17:00:00,1918-06-06 17:00:00,1918-06-06 17:00:00,
341,1,1918-06-11 04:30:00,1918-06-11 04:30:00,1918-06-11 04:30:00,1918-06-11 04:30:00,
342,1,1918-06-12 17:30:00,1918-06-12 17:30:00,1918-06-12 17:30:00,1918-06-12 17:30:00,
343,1,1918-06-13 03:00:00,1918-06-13 03:00:00,1918-06-13 03:00:00,1918-06-13 03:00:00,
344,1,1918-06-21 03:15:00,1918-06-21 03:15:00,1918-06-21 03:15:00,1918-06-21 03:15:00,
345,1,1918-06-23 19:00:00,1918-06-23 19:00:00,1918-06-23 19:00:00,1918-06-23 19:00:00,
346,1,1918-06-25 17:00:00,1918-06-25 17:00:00,1918-06-25 17:00:00,1918-06-25 17:00:00,
347,1,1918-07-01 17:00:00,1918-07-01 17:00:00,1918-07-01 17:00:00,1918-07-01 17:00:00,
348,1,1918-07-01 18:00:00,1918-07-01 18:00:00,1918-07-01 18:00:00,1918-07-01 18:00:00,
349,1,1918-07-01 17:00:00,1918-07-01 17:00:00,1918-07-01 17:00:00,1918-07-01 17:00:00,
350,1,1918-06-09 00:00:00,1918-06-10 00:00:00,1918-06-09 00:00:00,1918-06-10 00:00:00,
351,1,1918-07-15 00:00:00,1918-07-16 00:00:00,1918-07-15 00:00:00,1918-07-16 00:00:00,
352,1,1918-07-18 00:00:00,1918-07-19 00:00:00,1918-07-18 00:00:00,1918-07-19 00:00:00,
353,1,1918-07-18 04:35:00,1918-07-18 04:35:00,1918-07-18 04:35:00,1918-07-18 04:35:00,
354,1,1918-07-18 04:35:00,1918-07-18 04:35:00,1918-07-18 04:35:00,1918-07-18 04:35:00,
355,1,1918-07-18 04:35:00,1918-07-18 04:35:00,1918-07-18 04:35:00,1918-07-18 04:35:00,
356,1,1918-07-18 04:35:00,1918-07-18 04:35:00,1918-07-18 04:35:00,1918-07-18 04:35:00,
357,1,1918-07-18 04:35:00,1918-07-18 04:35:00,1918-07-18 04:35:00,1918-07-18 04:35:00,
358,1,1918-07-18 04:35:00,1918-07-18 04:35:00,1918-07-18 04:35:00,1918-07-18 04:35:00,
359,1,1918-07-20 00:00:00,1918-07-21 00:00:00,1918-07-20 00:00:00,1918-07-21 00:00:00,
360,1,1918-07-21 08:30:00,1918-07-21 08:30:00,1918-07-21 08:30:00,1918-07-21 08:30:00,
361,1,1918-07-21 00:00:00,1918-07-22 00:00:00,1918-07-21 00:00:00,1918-07-22 00:00:00,
362,1,1918-08-08 00:00:00,1918-08-09 00:00:00,1918-08-08 00:00:00,1918-08-09 00:00:00,
363,1,1918-08-21 00:00:00,1918-08-22 00:00:00,1918-08-21 00:00:00,1918-08-22 00:00:00,
364,1,1918-09-12 00:00:00,1918-09-13 00:00:00,1918-09-12 00:00:00,1918-09-13 00:00:00,
365,1,1918-09-12 05:00:00,1918-09-12 05:00:00,1918-09-12 05:00:00,1918-09-12 05:00:00,
366,1,1918-09-26 00:00:00,1918-09-27 00:00:00,1918-09-26 00:00:00,1918-09-27 00:00:00,
367,1,1918-10-03 00:00:00,1918-10-04 00:00:00,1918-10-03 00:00:00,1918-10-04 00:00:00,
368,1,1918-10-03 05:50:00,1918-10-03 05:50:00,1918-10-03 05:50:00,1918-10-03 05:50:00,
369,1,1918-10-03 00:00:00,1918-10-04 00:00:00,1918-10-03 00:00:00,1918-10-04 00:00:00,
370,1,1918-10-03 05:50:00,1918-10-03 05:50:00,1918-10-03 05:50:00,1918-10-03 05:50:00,
371,1,1918-10-03 05:50:00,1918-10-03 05:50:00,1918-10-03 05:50:00,1918-10-03 05:50:00,
372,1,1918-10-08 00:00:00,1918-10-09 00:00:00,1918-10-08 00:00:00,1918-10-09 00:00:00,
373,1,1918-10-04 00:00:00,1918-10-05 00:00:00,1918-10-04 00:00:00,1918-10-05 00:00:00,
374,1,1918-10-04 05:30:00,1918-10-04 05:30:00,1918-10-04 05:30:00,1918-10-04 05:30:00,
374,2,1918-10-04 17:30:00,1918-10-04 17:30:00,1918-10-04 17:30:00,1918-10-04 17:30:00,
375,1,1918-10-04 05:30:00,1918-10-04 05:30:00,1918-10-04 05:30:00,1918-10-04 05:30:00,
376,1,1918-10-04 00:00:00,1918-10-05 00:00:00,1918-10-04 00:00:00,1918-10-05 00:00:00,
377,1,1918-10-04 05:30:00,1918-10-04 05:30:00,1918-10-04 05:30:00,1918-10-04 05:30:00,
378,1,1918-10-05 06:30:00,1918-10-05 06:30:00,1918-10-05 06:30:00,1918-10-05 06:30:00,
379,1,1918-10-05 00:00:00,1918-10-06 00:00:00,1918-10-05 00:00:00,1918-10-06 00:00:00,
380,1,1918-10-09 08:30:00,1918-10-09 08:30:00,1918-10-09 08:30:00,1918-10-09 08:30:00,
381,1,1918-11-01 00:00:00,1918-11-02 00:00:00,1918-11-01 00:00:00,1918-11-02 00:00:00,
382,1,1918-11-07 02:00:00,1918-11-07 02:00:00,1918-11-07 02:00:00,1918-11-07 02:00:00,
383,1,1918-11-07 07:30:00,1918-11-07 07:30:00,1918-11-07 07:30:00,1918-11-07 07:30:00,
384,1,1918-06-15 00:00:00,1918-06-16 00:00:00,1918-06-15 00:00:00,1918-06-16 00:00:00,
385,1,1918-09-19 00:00:00,1918-09-20 00:00:00,1918-09-19 00:00:00,1918-09-20 00:00:00,
386,1,1942-08-31 01:30:00,1942-08-31 01:30:00,1942-08-31 01:30:00,1942-08-31 01:30:00,
386,2,1942-08-31 13:00:00,1942-08-31 13:00:00,1942-08-31 13:00:00,1942-08-31 13:00:00,
386,3,1942-08-31 17:45:00,1942-08-31 17:45:00,1942-08-31 17:45:00,1942-08-31 17:45:00,
386,4,1942-09-01 04:00:00,1942-09-01 04:00:00,1942-09-01 04:00:00,1942-09-01 04:00:00,
386,5,1942-09-01 12:00:00,1942-09-01 12:00:00,1942-09-01 12:00:00,1942-09-01 12:00:00,
386,6,1942-09-02 05:00:00,1942-09-02 05:00:00,1942-09-02 05:00:00,1942-09-02 05:00:00,
387,1,1942-10-23 00:00:00,1942-10-24 00:00:00,1942-10-23 00:00:00,1942-10-24 00:00:00,
388,1,1942-10-23 00:00:00,1942-10-24 00:00:00,1942-10-23 00:00:00,1942-10-24 00:00:00,
389,1,1942-10-26 00:00:00,1942-10-27 00:00:00,1942-10-26 00:00:00,1942-10-27 00:00:00,
390,1,1942-11-02 00:00:00,1942-11-03 00:00:00,1942-11-02 00:00:00,1942-11-03 00:00:00,
391,1,1942-11-26 05:30:00,1942-11-26 05:30:00,1942-11-26 05:30:00,1942-11-26 05:30:00,
392,1,1943-03-23 05:00:00,1943-03-23 05:00:00,1943-03-23 05:00:00,1943-03-23 05:00:00,
392,2,1943-03-23 16:45:00,1943-03-23 16:45:00,1943-03-23 16:45:00,1943-03-23 16:45:00,
393,1,1943-04-23 00:00:00,1943-04-24 00:00:00,1943-04-23 00:00:00,1943-04-24 00:00:00,
