 ,,,,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,T,T, ,,,,,,C,,PERS,,,,C,,PERS,,,,,,,,CLOSE,,,,,,,,,CLOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,R,R,R,,,,,,,R,R,R,S,S,C,C,S,S,C,C,,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
313,WORLD WAR I,ASIAGO,AUSTRIA AND ITALY,AUSTRIAN TRENTINO OFFENSIVE,AUS 3RD & 11TH ARMIES,GEN CONRAD,IT 1ST ARMY,GEN PECORI-GIRALDI,48,48,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,1,HD,PD,0,1,0,GM0,000,DST$T,WLT$T,00000,0,0,213000,1,213000,-1,41264,-1,118000,1,118000,-1,74887,-1,0,0,0,0,2000,-1,0,-1,-1,0,0,0,0,623,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,1,18.9,6,5,1,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,FF,00,00,00,00,00,PP,SS,00,DD,00,00,00,00,00,WD,SS,00,20,-20,15,-15,20,-20,15,-15,1,1916,05,15,9999,1916,06,10,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,WORLD WAR I,TRENTINO COUNTER-OFFENSIVE,AUSTRIA AND ITALY,AUSTRIAN TRENTINO OFFENSIVE,IT 5TH ARMY,GEN CADORNA,AUS 3RD & 11TH ARMIES,GEN CONRAD,48,48,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,HD,OO,0,0,0,GB0,000,DSTST,WLTST,00000,0,0,200000,1,200000,-1,72000,-1,172000,1,172000,-1,29000,-1,0,0,0,0,623,-1,0,-1,-1,0,0,0,0,2000,-1,0,-1,-1,0,0,0,0,1,0,0,0,0,1,12,6,5,1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,FF,00,00,00,00,00,PP,SS,00,DD,00,00,00,00,00,WD,SS,00,20,-20,15,-15,20,-20,34,-15,1,1916,06,16,9999,1916,07,09,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,WORLD WAR I,SIXTH ISONZO (GORIZIA),AUSTRIA,ISONZO FRONT 1916,IT 2ND & 3RD ARMIES,GEN CADORNA,AUS 5TH ARMY,GEN BOROJEVIC,22.5,22.5,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,FD,OO,0,0,0,GM0,000,DSTST,WLTST,00000,1,0,308000,1,308000,-1,51232,-1,168000,1,168000,-1,41835,-1,0,0,0,0,686,-1,0,-1,-1,0,0,0,0,147,-1,0,-1,-1,0,0,0,0,1,0,0,0,1,1,6,6,4,1,0,1,0,0,0,0,-1,0,1,1,1,0,-1,0,FF,00,00,00,00,00,PP,SS,00,DD,00,00,00,00,00,SS,00,00,20,-20,15,0,20,-20,15,0,1,1916,08,06,9999,1916,08,17,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,WORLD WAR I,ARRAS,FRANCE,WESTERN FRONT 1917,"BR 1ST, 3RD & 5TH ARMIES",FM HAIG,GER 6TH ARMY,GEN FALKENHAUSEN,32,32,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,FD,OO,0,0,0,RM0,000,DST$T,WHT$T,00000,1,1,276000,1,276000,-1,83379,-1,120000,1,120000,-1,75000,-1,0,48,-1,-1,2817,-1,-1,-1,-1,0,0,0,0,1014,-1,0,150,-1,0,0,0,0,0,0,0,0,1,0,7.5,5,5,2,0,-1,0,0,0,-1,0,1,1,1,1,0,-1,-1,FF,00,00,00,00,00,PP,RR,SS,DO,FF,00,00,00,00,RR,SS,00,0,-15,5,-5,0,-10,10,-10,1,1917,04,09,9999,1917,04,23,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,WORLD WAR I,AISNE II,FRANCE,WESTERN FRONT 1917,FR 5TH & 6TH ARMIES,GEN NIVELLE,GER 1ST & 7TH ARMIES,GENS BOEHN & BELOW,64,64,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,FD,OO,0,0,0,RM0,000,WHT$T,DST$T,00000,0,0,1000000,3,-1,-1,118000,882000,480000,3,-1,-1,40000,440000,0,150,-1,-1,5114,-1,-1,-1,-1,0,0,0,0,-1,-1,0,227,-1,0,0,0,0,0,0,0,1,0,-1,4.5,3,6,1,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,-1,FF,00,00,00,00,00,PP,SS,00,DD,00,00,00,00,00,SS,00,00,0,-15,10,0,25,0,25,0,1,1917,04,16,9999,1917,04,30,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,WORLD WAR I,MESSINES,BELGIUM,FLANDERS 1917,BR 2ND ARMY,GEN PLUMER,GER 4TH ARMY,GEN ARNIM,19,19,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,FD,OO,0,0,0,GM0,000,DSTST,WLTST,00000,1,1,180000,1,180000,-1,17000,-1,100000,1,100000,-1,32500,-1,0,-1,-1,-1,2266,-1,-1,-1,-1,0,0,0,0,1000,-1,0,67,-1,0,0,0,0,0,0,1,0,1,1,4.8,7,4,1,0,-1,0,0,0,0,0,1,1,1,1,0,-1,-1,FF,00,00,00,00,00,PP,SS,00,DD,00,00,00,00,00,SS,00,00,0,-10,47,0,0,-15,0,-23,1,1917,06,07,9999,1917,06,14,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,WORLD WAR I,YPRES III,BELGIUM,FLANDERS 1917,BR 2ND & 5TH ARMIES & FR 1ST ARMY,FM HAIG,GER 4TH ARMY,GEN ARNIM,48,48,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,FD,OO,0,0,0,RM0,000,DSTST,WHTST,00000,0,1,380000,1,380000,-1,399821,-1,200000,1,200000,-1,270710,-1,0,-1,-1,-1,2174,-1,-1,-1,-1,0,0,0,0,1040,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,-1,78,5,6,2,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,FF,00,00,00,00,00,PP,SS,00,DD,00,00,00,00,00,SS,00,00,0,-15,0,-23,0,-10,0,-26,1,1917,07,31,9999,1917,12,07,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,WORLD WAR I,CAMBRAI I,FRANCE,WESTERN FRONT 1917,BR 3RD ARMY,GEN BYNG,GER 2ND ARMY,GEN MARWITZ,16,16,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,FD,OO,0,0,0,RM0,000,DSTFT,00000,00000,2,0,90000,1,90000,-1,15000,-1,75000,1,75000,-1,25000,-1,0,324,0,324,1000,-1,108,-1,-1,0,0,0,0,900,-1,0,138,-1,0,0,0,0,0,0,0,1,1,1,8.4,7,5,1,0,-1,1,0,0,0,0,0,1,1,1,0,-1,-1,FF,00,00,00,00,00,PP,SS,00,DO,FF,00,00,00,00,SS,00,00,5,0,15,0,10,-10,15,0,1,1917,11,20,9999,1917,11,26,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,WORLD WAR I,CAMBRAI II,FRANCE,WESTERN FRONT 1917,GER 2ND ARMY,GEN MARWITZ,BR 3RD ARMY,GEN BYNG,22,22,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,PD,OO,0,0,0,RM0,000,DSTFT,00000,00000,1,0,130000,1,130000,-1,28000,-1,90000,1,90000,-1,29000,-1,0,0,0,0,1200,-1,0,-1,-1,0,-1,-1,-1,1000,-1,-1,120,-1,0,0,0,0,0,0,0,0,1,1,6.8,7,3,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,FF,DE,00,00,00,00,PP,SS,00,DD,00,00,00,00,00,WD,SS,00,10,0,15,0,0,-10,15,0,1,1917,11,30,9999,1917,12,03,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,WORLD WAR I,TENTH ISONZO,AUSTRIA,ISONZO FRONT 1917,IT 2ND & 3RD ARMIES,GEN CADORNA,AUS 5TH ARMY,GEN BOROJEVIC,25,25,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,FD,OO,0,0,0,GB0,000,DST$T,WLTST,00000,0,0,280000,1,280000,-1,157000,-1,165000,1,165000,-1,75700,-1,0,0,0,0,2200,-1,0,-1,-1,0,0,0,0,1400,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,1,2.5,5,4,2,0,0,0,0,0,0,-1,0,0,0,1,0,-1,-1,FF,00,00,00,00,00,PP,SS,00,DO,FF,00,00,00,00,SS,00,00,15,-15,0,-64,20,-10,0,-64,1,1917,05,12,9999,1917,06,05,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,WORLD WAR I,ELEVENTH ISONZO,AUSTRIA,ISONZO FRONT 1917,IT 2ND & 3RD ARMIES,GEN CADORNA,AUS 5TH ARMY,GEN BOROJEVIC,30,30,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,FD,OO,0,0,0,GB0,000,DSTST,WLTFT,00000,0,0,518000,1,518000,-1,166000,-1,252000,1,252000,-1,85000,-1,0,0,0,0,1700,-1,0,-1,-1,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,1,8.7,5,4,2,0,1,0,0,0,0,-1,0,0,0,0,0,-1,-1,FF,00,00,00,00,00,PP,SS,00,DD,00,00,00,00,00,WD,SS,00,20,-20,15,-15,20,-20,15,-15,1,1917,08,18,9999,1917,09,15,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,WORLD WAR I,CAPORETTO (TWELFTH ISONZO),AUSTRIA AND ITALY,ISONZO FRONT 1917,"GER-AUS 5TH, 10TH & 14TH ARMIES",GEN CONRAD,"IT 2ND, 3RD & 4TH ARMIES",GEN CADORNA,160,160,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,FD,OO,0,0,0,GB0,GM0,DSTFT,WHTFT,00000,1,0,602000,3,-1,-1,20000,582000,574000,3,-1,-1,305000,269000,0,0,0,0,4000,-1,0,-1,-1,0,0,0,0,3600,-1,0,3152,22,2,1,0,1,0,0,0,0,1,1,130.2,8,2,1,1,0,0,0,0,1,-1,1,1,1,1,0,-1,0,FF,00,00,00,00,00,BB,PS,00,DD,00,00,00,00,00,WL,00,00,20,-20,15,-15,20,-20,15,0,1,1917,10,24,9999,1917,11,23,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,WORLD WAR I (TURKISH FRONTS 1917),TIGRIS CROSSING,MESOPOTAMIA,MESOPOTAMIA 1917,"BR 1ST & 3RD CORPS, & U/I CAV DIV",GEN MAUDE,TK U/I TASK FORCE,NUR-UD-DIN PASHA,7.2,40,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,PD,OO,0,0,0,FB0,000,DSTWT,00000,00000,0,1,46000,3,-1,-1,2750,43250,10500,3,-1,-1,4300,6200,0,0,0,0,174,-1,0,-1,-1,0,0,0,0,91,-1,0,39,-1,1,0,0,0,0,1,0,0,0,1,8.1,8,4,1,1,1,1,1,1,0,0,1,1,0,1,0,-1,0,FF,00,00,00,00,00,PP,00,00,DD,00,00,00,00,00,WL,00,00,10,-10,10,-10,15,-15,15,-15,3,1917,02,22,1000,1917,02,22,1930,1917,02,23,0530,1917,02,23,1900,1917,02,24,0615,1917,02,24,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,WORLD WAR I (TURKISH FRONTS 1917),GAZA I,PALESTINE,PALESTINE 1917,BR ARMY OF EGYPT,GEN MURRAY,TK 8TH ARMY,GEN KRESS VON KRESSENSTEIN,12,19.2,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,PD,OO,0,0,0,RM0,000,DST$T,00000,00000,0,1,25000,1,25000,0,4000,21000,26000,1,26000,0,2450,23550,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,1,0,0,1,-1,0,4,8,1,0,0,0,1,-1,0,0,0,-1,0,0,0,-1,0,FF,00,00,FE,00,00,PP,RR,WD,DD,00,00,00,00,00,00,00,00,0,-25,0,-5,0,-25,0,-5,3,1917,03,26,1145,1917,03,26,1830,1917,03,27,0530,1917,03,27,0930,1917,03,27,1900,1917,03,27,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,WORLD WAR I (TURKISH FRONTS 1917),GAZA II,PALESTINE,PALESTINE 1917,BR ARMY OF EGYPT,GEN MURRAY,TK ARMY OF PALESTINE,GEN KRESS VON KRESSENSTEIN,24,24,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,FD,OO,0,0,0,FM0,000,DST$T,00000,00000,0,1,25000,1,25000,0,6400,18600,20000,1,20000,0,2000,18000,0,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,3,9,1,0,0,0,1,-1,0,0,-2,-1,0,0,0,-2,0,FF,00,00,00,00,00,RR,WD,00,DD,00,00,00,00,00,00,00,00,0,-25,5,0,0,-25,10,-10,2,1917,04,17,0415,1917,04,17,0700,1917,04,19,0630,1917,04,19,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,WORLD WAR I (TURKISH FRONTS 1917),GAZA III,PALESTINE,PALESTINE 1917,BR ARMY OF EGYPT,GEN ALLENBY,TK 7TH & 8TH ARMIES,GEN KRESS VON KRESSENSTEIN,32,48,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,FD,OO,0,0,0,RM0,000,DSTFT,00000,00000,2,1,72000,3,-1,-1,2696,69304,34000,3,-1,-1,2950,31450,0,-1,-1,-1,392,-1,-1,-1,-1,0,-1,-1,-1,260,-1,-1,-1,-1,1,1,0,0,0,0,0,0,1,1,12,9,4,1,0,0,1,1,0,0,-1,1,1,2,2,0,-1,0,FF,EE,LR,FE,00,00,PP,PS,00,DD,00,00,00,00,00,WL,00,00,22,0,5,-5,15,0,15,0,1,1917,10,31,9999,1917,11,06,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,WORLD WAR I (TURKISH FRONTS 1917),JUNCTION STATION,PALESTINE,PALESTINE 1917,BR ARMY OF EGYPT,GEN ALLENBY,TK 8TH ARMY,GEN KRESS VON KRESSENSTEIN,24,24,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,PD,OO,0,0,0,RM0,000,DSTFT,00000,00000,0,1,85000,1,85000,0,4000,81000,15500,1,15500,0,4800,10700,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,1,1,0,1,0,1,0,0,1,1,40,8,2,1,1,1,0,1,1,0,0,2,1,0,0,0,-1,0,FF,EE,RF,00,00,00,BB,00,00,DD,00,00,00,00,00,WL,00,00,0,-25,15,-15,15,-15,15,-15,1,1917,11,13,9999,1917,11,14,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,WORLD WAR I (WESTERN FRONT 1918),SECOND SOMME-PHASE I (SOMME-PERONNE),FRANCE,GERMAN SPRING OFFENSIVES,"GER 2ND, 17TH & 18TH ARMIES",GEN LUDENDORFF,"BR 1ST(-), 3RD & 5TH (4TH) ARMIES",FM HAIG,97,97,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,FD,OO,0,0,0,RM0,000,WHT$T,00000,00000,2,-1,800000,1,800000,-1,70000,-1,400000,1,400000,-1,120000,-1,0,9,-1,-1,6473,-1,-1,-1,-1,0,252,-1,-1,2500,-1,30,330,-1,1,0,0,0,-1,0,0,0,1,1,48.6,7,3,1,1,-1,1,-1,0,1,0,1,1,1,1,0,-1,0,FF,00,00,00,00,00,PP,00,00,DD,00,00,00,00,00,WD,00,00,0,-25,20,0,0,-38,20,-20,1,1918,03,21,9999,1918,03,26,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,WORLD WAR I (WESTERN FRONT 1918),SECOND SOMME-PHASE II (SOMME-MONTDIDIER),FRANCE,GERMAN SPRING OFFENSIVES,"GER 2ND, 17TH & 18TH ARMIES",GEN LUDENDORFF,"BR 1ST(-), 3RD & 5TH (4TH) ARMIES",FM HAIG,140,140,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,2,FD,PD,0,0,0,RM0,000,WHT$T,00000,00000,0,-1,700000,1,700000,-1,133000,-1,600000,1,600000,-1,140000,-1,0,-1,-1,-1,6400,-1,-1,-1,-1,0,200,-1,-1,4000,-1,70,770,-1,1,0,0,0,-1,1,0,0,1,0,28,5,5,2,1,-1,0,-1,0,0,0,0,0,0,0,0,-1,0,FF,00,00,00,00,00,PP,RR,SS,DD,00,00,00,00,00,SS,00,00,0,-14,20,0,0,-20,20,-20,1,1918,03,27,9999,1918,04,09,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,WORLD WAR I (WESTERN FRONT 1918),LYS,FRANCE,GERMAN SPRING OFFENSIVES,GER 4TH & 6TH ARMIES,GEN LUDENDORFF,BR 1ST & 2ND ARMIES,FM HAIG,32,32,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,FD,OO,0,0,0,FM0,RM0,WHT$T,00000,00000,1,-1,500000,3,-1,-1,175000,325000,400000,3,-1,-1,152500,247500,0,9,-1,-1,-1,-1,-1,-1,-1,0,180,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,1,0,0,1,1,22,7,5,1,1,0,1,-1,0,0,0,0,1,1,1,0,-1,0,FF,00,00,00,00,00,PP,RR,SS,DO,FF,00,00,00,00,RR,SS,00,0,-10,10,-20,0,-10,10,-20,1,1918,04,09,9999,1918,04,30,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,WORLD WAR I (WESTERN FRONT 1918),YVONNE & ODETTE POSITIONS (SECTOR TOULON),FRANCE,VERDUN SECTOR,GER SPEC ASSLT GRP 'VON GROTHE' & 272ND RES INF RGT,MAJ GROTHE,"US COS I & L OF 3RD BN, 9TH INF RGT",COL UPTON,0.3,0.3,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,FD,OO,0,0,0,RM0,000,DST$T,00000,00000,2,0,3072,1,3072,0,71,3001,650,1,650,0,72,578,0,0,0,0,36,0,0,0,0,0,0,0,0,24,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,6,4,2,1,0,0,0,1,0,0,0,1,1,0,0,-1,0,FF,00,00,00,00,00,PP,RR,SS,DD,00,00,00,00,00,SS,00,00,15,-15,15,-15,10,-10,10,-10,1,1918,04,14,0030,1918,04,14,0230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,WORLD WAR I (WESTERN FRONT 1918),CHEMIN-DES-DAMES,FRANCE,GERMAN SPRING OFFENSIVES,GER 1ST & 7TH ARMIES,CR PR WILHELM,FR 6TH ARMY,GEN DOUCHENE,56.3,56.3,1918, 5,27,9999,128,128,1918, 6, 3,9999,-1,-1,9999,99,99,9999,0,FD,OO,0,0,0,GM0,RM0,DST$T,00000,00000,2,-1,250000,1,250000,-1,118000,-1,75000,1,75000,-1,128000,-1,0,-1,-1,-1,3719,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,800,-1,0,-1,0,0,0,0,-1,0,1,-1,48,3,5,1,1,-2,0,-1,0,0,0,-1,0,0,0,0,-1,-1,FF,00,00,00,00,00,PP,SS,00,DO,FF,00,00,00,00,PP,SS,00,0,-10,0,-15,10,-10,0,-15,1,1918,05,27,9999,1918,06,03,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,WORLD WAR I (WESTERN FRONT 1918),CANTIGNY,FRANCE,GERMAN SPRING OFFENSIVES,US 1ST DIV & 28TH INF RGT,COL ELY,"GER 82ND RES DIV, 1ST BN, 272ND RES INF RGT",COL FREDERICHS,1.5,1.5,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,FD,OO,0,0,0,RM0,000,DOT$T,00000,00000,2,-1,8679,1,8679,0,300,8379,725,1,725,0,386,339,0,12,-1,-1,346,-1,6,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,-1,1,0,0,0,0,0,1,1.6,7,3,1,0,0,0,-1,1,0,0,0,1,2,1,0,-1,-1,FF,00,00,00,00,00,PP,00,00,DD,00,00,00,00,00,WL,00,00,10,-10,10,-10,15,-15,0,-15,5,1918,05,28,0645,1918,05,28,0720,1918,05,28,0730,1918,05,28,0800,1918,05,28,0930,1918,05,28,1000,1918,05,28,1710,1918,05,28,1740,1918,05,28,1830,1918,05,28,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,WORLD WAR I (WESTERN FRONT 1918),BELLEAU WOOD,FRANCE,BELLEAU WOOD,US 4TH BDE(+),BG HARBORD,GER 4TH RES CORPS(-),GEN CONTA,4.4,4.4,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,2,HD,PD,0,0,0,GW0,RM0,DSTST,00000,00000,0,0,9437,1,9437,0,1087,8350,6436,1,6436,0,730,5706,0,0,0,0,36,-1,0,-1,-1,0,0,0,0,24,-1,0,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0.5,4,4,2,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,FF,00,00,00,00,00,PP,RR,SS,DO,FF,00,00,00,00,RR,SS,00,10,-10,10,-10,15,-15,15,-15,2,1918,06,06,0345,1918,06,06,1230,1918,06,06,1700,1918,06,06,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,WORLD WAR I (WESTERN FRONT 1918),HILL 142,FRANCE,BELLEAU WOOD,US 5TH MAR RGT(-),MAJ TURRILL,GER 2/273RD RGT(+),?,0.3,0.3,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,PD,OO,0,0,0,RM0,GM0,DOTST,DSTST,00000,0,0,2913,3,-1,-1,383,2530,2458,3,-1,-1,471,1987,0,0,0,0,32,-1,0,-1,-1,0,0,0,0,24,-1,0,-1,-1,0,0,-1,1,0,0,0,0,1,1,0.9,6,4,1,2,0,0,0,0,0,-1,0,0,0,0,0,-1,0,FF,00,00,00,00,00,BB,00,00,DO,FF,00,00,00,00,WL,00,00,10,-10,10,-10,15,-15,15,-15,1,1918,06,06,0345,1918,06,06,1230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,WORLD WAR I (WESTERN FRONT 1918),WEST WOOD I,FRANCE,BELLEAU WOOD,US 3/5TH MAR RGT(-),MAJ BERRY,GER 1/461ST RGT,MAJ HARTLIEB,0.8,0.8,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,PD,OO,0,0,0,RM0,GW0,DSTST,00000,00000,0,0,1740,1,1748,0,361,1379,1121,1,1121,0,54,1067,0,0,0,0,18,-1,0,-1,-1,0,0,0,0,10,7,0,-1,-1,0,-1,-1,1,0,0,0,0,0,-1,0,2,7,1,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,FF,00,00,00,00,00,RR,WL,00,DD,00,00,00,00,00,00,00,00,10,-10,10,-10,15,-15,15,-15,1,1918,06,06,1700,1918,06,06,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,WORLD WAR I (WESTERN FRONT 1918),BOURESCHES I,FRANCE,BELLEAU WOOD,US 6TH MAR RGT(-),MAJ SIBLEY,GER 2/461ST RGT,MAJ BISCHOFF,0.7,0.7,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,PD,OO,0,0,0,GW0,000,DSTST,00000,00000,0,0,2733,1,2733,0,343,2390,1352,1,1352,0,186,1166,0,0,0,0,18,-1,0,-1,-1,0,0,0,0,14,-1,0,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,1,6,6,2,0,1,0,0,0,0,-1,0,-1,0,0,0,-1,0,FF,00,00,00,00,00,PP,SS,00,DD,00,00,00,00,00,SS,00,00,10,-10,10,-10,15,-15,15,-15,1,1918,06,06,1700,1918,06,06,2130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,WORLD WAR I (WESTERN FRONT 1918),HILL 192,FRANCE,BELLEAU WOOD,US 23RD INF RGT,COL MALONE,GER 1/47TH INF RGT(+),LCOL ROTENBUCHER,1.6,1.6,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,PD,OO,0,0,0,RM0,RW0,DOTST,DSTST,00000,0,0,3608,1,3608,0,340,3268,3955,1,3955,0,87,3868,0,0,0,0,36,-1,0,-1,-1,0,0,0,0,20,-1,0,-1,-1,-1,-1,-1,1,0,0,0,0,-1,-1,0.8,3,7,1,0,-1,0,0,-1,0,-1,0,-1,0,0,0,-1,0,FF,EE,RF,00,00,00,RR,WL,00,DO,FF,00,00,00,00,PP,SS,00,10,-10,10,-10,15,-15,15,-15,1,1918,06,06,1700,1918,06,07,0300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
