"ISQNO","WAR","NAME","LOCN","CAMPGN","NAMA","COA","NAMD","COD","WOFA1","WOFD1","YR1","MO1","DA1","HR1","WOFA2","WOFD2","YR2","MO2","DA2","HR2","WOFA3","WOFD3","YR3","MO3","DA3","HR3","POSTYPE","POST1","POST2","FRONT","DEPTH","TIME","TERRA1","TERRA2","WX1","WX2","WX3","SURPA","AEROA","STRA","CODEA","INTSTA","RERPA","CASA","FINSTA","STRD","CODED","INTSTD","RERPD","CASD","FINSTD","CAVA","TANKA","LTA","MBTA","ARTYA","FLYA","CTANKA","CARTYA","CFLYA","CAVD","TANKD","LTD","MBTD","ARTYD","FLYD","CTANKD","CARTYD","CFLYD","CEA","LEADA","TRNGA","MORALA","LOGSA","MOMNTA","INTELA","TECHA","INITA","WINA","KMDA","ACHA","ACHD","CRIT","QUALA","RESA","MOBILA","AIRA","FPREPA","WXA","TERRA","LEADAA","PLANA","SURPAA","MANA","LOGSAA","FORTSA","DEEPA","PRIA1","PRIA2","PRIA3","SECA1","SECA2","SECA3","RESOA1","RESOA2","RESOA3","PRID1","PRID2","PRID3","SECD1","SECD2","SECD3","RESOD1","RESOD2","RESOD3","STRAPL","STRAMI","CASAPL","CASAMI","STRDPL","STRDMI","CASDPL","CASDMI","NOATP","ATPBYR1","ATPBMN1","ATPBDA1","ATPBHR1","ATPEYR1","ATPEMN1","ATPEDA1","ATPEHR1","ATPBYR2","ATPBMN2","ATPBDA2","ATPBHR2","ATPEYR2","ATPEMN2","ATPEDA2","ATPEHR2","ATPBYR3","ATPBMN3","ATPBDA3","ATPBHR3","ATPEYR3","ATPEMN3","ATPEDA3","ATPEHR3","ATPBYR4","ATPBMN4","ATPBDA4","ATPBHR4","ATPEYR4","ATPEMN4","ATPEDA4","ATPEHR4","ATPBYR5","ATPBMN5","ATPBDA5","ATPBHR5","ATPEYR5","ATPEMN5","ATPEDA5","ATPEHR5","ATPBYR6","ATPBMN6","ATPBDA6","ATPBHR6","ATPEYR6","ATPEMN6","ATPEDA6","ATPEHR6","ATPBYR7","ATPBMN7","ATPBDA7","ATPBHR7","ATPEYR7","ATPEMN7","ATPEDA7","ATPEHR7","ATPBYR8","ATPBMN8","ATPBDA8","ATPBHR8","ATPEYR8","ATPEMN8","ATPEDA8","ATPEHR8","ATPBYR9","ATPBMN9","ATPBDA9","ATPBHR9","ATPEYR9","ATPEMN9","ATPEDA9","ATPEHR9","ATPBYR10","ATPBMN10","ATPBDA10","ATPBHR10","ATPEYR10","ATPEMN10","ATPEDA10","ATPEHR10","INSTA","INSTD","CAMPAGN"
387,"WORLD WAR II (NORTH AFRICA 1942-1943)","EL ALAMEIN II","EGYPT","NORTH AFRICA 1942","BR 8TH ARMY","LG MONTGOMERY","GER & ITAL PZ ARMY","GFM ROMMEL",61,61,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"FD","OO",0,0,0,"FD0","RD0","DSTFT","DSTFD","00000",2,1,"220476",1,"220476",0,"13560","206916","105223",1,"105223",0,"15995","89228",0,1037,119,918,908,11586,500,2,97,0,593,51,542,592,3120,591,197,84,0,0,0,0,1,0,1,0,1,1,26,8,4,1,0,1,0,1,0,0,0,0,1,1,1,1,-1,-1,"FF","00","00","FE","00","00","BB","PS","00","DO","FF","00","00","00",0,"RR","WL","00",5,-5,5,-5,10,-10,10,-10,1,1942,10,23,9999,1942,11,4,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,"WORLD WAR II (NORTH AFRICA 1942-1943)","OPERATION LIGHTFOOT","EGYPT","NORTH AFRICA 1942","BR 8TH ARMY","LG MONTGOMERY","GER & IT PZ ARMY","GENS STUMM & THOMA",61,61,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"FD","OO",0,0,0,"FD0","RD0","DSTFT","DSTFD","00000",2,1,"220476",1,"220476",0,"6140","214336","105223",1,"105223",0,"3695","101528",0,1037,119,918,908,-1,302,2,16,0,593,51,542,592,-1,127,-1,12,0,0,0,0,1,0,1,0,1,1,6,7,6,2,0,1,0,1,0,0,0,0,1,1,1,1,-1,-1,"FF","00","00","FE","00","00","PP","SS","00","DO","FF","00","00","00",0,"RR","SS","00",5,-5,5,-5,10,-10,10,-10,1,1942,10,23,9999,1942,10,25,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,"WORLD WAR II (NORTH AFRICA 1942-1943)","ALAMEIN BRIDGEHEAD EXPANSION","EGYPT","NORTH AFRICA 1942","BR 8TH ARMY","LG MONTGOMERY","GER & IT PZ ARMY","FM ROMMEL",61,61,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"FD","OO",0,0,0,"FD0","RD0","DSTFT","DSTFD","00000",0,1,"214336",1,"214336",0,"3000","211336","101528",1,"101528",0,"4500","97028",0,745,88,657,906,-1,38,-1,-1,0,470,-1,352,-1,-1,180,-1,-1,0,0,0,0,1,0,0,0,1,1,7,7,6,2,0,1,0,1,0,0,0,0,0,0,0,1,-1,-1,"FF","00","00","00","00","00","PP","SS","00","DO","FF","00","00","00",0,"RR","SS","00",5,-5,5,-5,10,-10,10,-10,1,1942,10,26,9999,1942,11,1,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,"WORLD WAR II (NORTH AFRICA 1942-1943)","OPERATION SUPERCHARGE","EGYPT","NORTH AFRICA 1942","BR 8TH ARMY","LG MONTGOMERY","GER & IT PZ ARMY","FM ROMMEL",61,61,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"FD","OO",0,0,0,"FD0","RD0","DSTFT","DSTFD","00000",0,1,"211000",1,"211000",0,"4420","206580","97000",1,"97000",0,"7800","89200",0,700,-1,-1,906,-1,160,-1,-1,0,310,-1,-1,-1,-1,284,-1,-1,0,0,0,0,1,1,0,0,1,1,15,9,5,1,0,1,0,1,0,0,0,0,0,0,1,1,-1,0,"FF","00","00","00","00","00","BB","PS","00","DD","00","00","00","00",0,"WL","00","00",5,-5,5,-5,10,-10,10,-10,1,1942,11,2,9999,1942,11,4,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,"WORLD WAR II (NORTH AFRICA 1942-1943)","CHOUIGUI PASS","TUNISIA","TUNISIA 1942","GER 190TH PZ BN, 10TH PZ DIV (ELMS)(+)","COL BROICH","US 1ST ARMD DIV (ELMS)","LCOL WATERS",0.6,1.6,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RD0","000","DSTFT","DSTFT","00000",-2,0,"465",1,"465",0,"27","438","188",1,"188",0,"21","167",0,13,0,13,0,0,9,0,0,0,25,25,0,3,0,7,0,0,0,0,1,0,0,0,-1,0,-1,-1,-1.6,3,8,1,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,"FF","00","00","00","00","00","RR","WD","00","DO","DE","00","00","00",0,"PS","00","00",0,-15,50,-50,0,-15,50,-50,1,1942,11,26,530,1942,11,26,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,"WORLD WAR II (NORTH AFRICA 1942-1943)","EL GUETTAR","TUNISIA","TUNISIA 1943","GER 10TH PZ DIV(+)","GEN BROICH","US 1ST INF DIV(+)","MG ALLEN",25,25,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RD0","GD0","DST$T","DST$D","00000",2,0,"10300",1,"10300",0,"450","9850","22019",1,"22019",0,"203","21816",0,103,7,96,62,123,42,-1,4,0,75,0,75,124,-1,31,5,-1,0,0,1,0,0,0,-1,0,1,-1,0,5,7,1,0,-1,1,0,-1,0,-1,0,0,1,0,0,0,0,"FF","00","00","00","00","00","RR","WD","00","DD","00","00","00","00",0,"00","00","00",10,-15,11,-11,5,-5,5,-5,2,1943,3,23,500,1943,3,23,800,1943,3,23,1645,1943,3,23,1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,"WORLD WAR II (NORTH AFRICA 1942-1943)","SEDJANNE-BIZERTE","TUNISIA","TUNISIA 1943","US 9TH INF DIV(+)","MG EDDY","GER VON MANTUEFFEL DIV(2/3)","LG BULOVIUS",32,32,1943,4,23,9999,14.5,14.5,1943,5,1,9999,-1,-1,9999,99,99,9999,0,"FD","OO",0,0,0,"GM0","000","DST$T","DST$T","00000",0,1,"24098",1,"24098",-1,"1120","-1","5000",1,"5000",-1,"605","-1",0,94,22,72,100,75,-1,0,0,0,5,0,5,34,-1,5,-1,-1,0,0,0,1,1,1,0,0,1,1,44,7,4,1,0,1,0,1,1,0,-1,0,0,0,0,0,-1,0,"FF","00","00","00","00","00","BB","PS","00","DD","00","00","00","00",0,"WD","00","00",5,-5,5,-5,10,-15,25,-25,1,1943,4,23,9999,1943,5,6,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,"WORLD WAR II (ITALY 1943-1944)","AMPHITHEATER","ITALY","SALERNO","BR 56TH INF DIV","MG GRAHAM","GER 16TH PZ DIV (ELMS)","MG SIKENIUS",13,13,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,2,"HD","PD",0,0,0,"RM0","000","DSTFT","00000","00000",1,1,"12917",1,"12917",0,"1154","11763","4250",1,"4250",0,"100","4150",0,0,0,0,138,131,0,-1,-1,0,128,0,128,56,115,-1,-1,-1,-1,0,-1,0,0,0,0,0,1,1,3.9,5,4,2,-1,0,0,1,1,1,-1,0,1,1,1,0,0,0,"FF","00","00","00","00","00","PP","SS","00","DO","EE","RF","00","00",0,"00","00","00",10,-10,10,-10,15,-15,15,-15,1,1943,9,9,9999,1943,9,11,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,"WORLD WAR II (ITALY 1943-1944)","PORT OF SALERNO","ITALY","SALERNO","BR 46TH INF DIV","MG HAWKESWORTH","GER 16TH PZ DIV (ELMS)","MG SIKENIUS",6,6,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,2,"HD","PD",0,0,0,"RM0","000","DSTFT","00000","00000",1,1,"12917",1,"12917",0,"1530","11387","4250",1,"4250",-1,"120","-1",0,0,0,0,138,131,0,-1,-1,0,38,0,38,46,115,-1,-1,-1,-1,0,-1,0,0,0,0,0,1,1,3.9,6,4,1,-1,0,0,1,1,1,-1,0,1,1,1,0,0,0,"FF","00","00","00","00","00","PP","SS","00","DO","EE","LF","00","00",0,"RR","SS","00",10,-10,10,-10,15,-15,15,-15,1,1943,9,9,9999,1943,9,11,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,"WORLD WAR II (ITALY 1943-1944)","SELE-CALORE CORRIDOR","ITALY","SALERNO","US 45TH INF DIV","MG MIDDLETON","GER 16TH PZ DIV (ELMS)","MG SIKENIUS",11,11,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,2,"HD","PD",0,0,0,"RM0","000","DSTFT","00000","00000",1,1,"12447",1,"12447",0,"251","12196","8390",1,"8390",0,"60","8330",0,106,17,89,82,18,1,-1,-1,0,78,0,78,90,7,-1,-1,-1,-1,0,-1,0,0,0,0,0,1,-1,3.7,5,6,2,-1,-1,0,1,0,0,-1,0,0,1,0,0,0,0,"FF","00","00","00","00","00","PP","SS","00","DO","00","00","00","00",0,"00","00","00",5,-5,5,-5,15,-15,15,-15,1,1943,9,11,1000,1943,9,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,"WORLD WAR II (ITALY 1943-1944)","BATTIPAGLIA I","ITALY","SALERNO","GER 16TH PZ DIV(-)(+)","MG SICKENIUS","BR 56TH IND DIV(+)","MG GRAHAM",4.8,4.8,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","000","DSTFT","00000","00000",0,-1,"14730",1,"14730",-1,"1112","-1","11230",1,"11230",0,"1639","9591",0,89,0,89,108,112,-1,-1,-1,0,30,0,30,146,539,-1,-1,-1,1,0,1,0,0,0,0,0,0,-1,1.6,3,7,1,1,0,0,-1,-1,0,1,0,0,0,1,0,0,0,"FF","00","00","00","00","00","PP","RR","SS","DD","00","00","00","00",0,"00","00","00",15,-15,15,-15,10,-10,10,-10,1,1943,9,12,9999,1943,9,15,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,"WORLD WAR II (ITALY 1943-1944)","VIETRI","ITALY","SALERNO","GER HERMANN GOERING PZ DIV(+)","MG SCHMALTZ","BR 46TH INF DIV(+)","MG HAWKESWORTH",14.5,14.5,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","000","DSTFT","00000","00000",0,-1,"15000",1,"15000",-1,"900","-1","12917",1,"12917",514,"1164","12267",0,108,0,108,164,112,-1,-1,-1,0,30,0,30,146,40,-1,-1,-1,1,0,1,0,0,0,0,0,0,-1,1.6,3,7,1,1,0,0,-1,-1,0,1,0,0,0,0,0,0,0,"FF","00","00","00","00","00","PP","RR","SS","DD","00","00","00","00",0,"00","00","00",15,-15,15,-15,10,-10,10,-10,1,1943,9,12,9999,1943,9,15,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,"WORLD WAR II (ITALY 1943-1944)","TOBACCO FACTORY","ITALY","SALERNO","GER 16TH PZ DIV(-)(+)","MG SICKENIUS","US 45TH INF DIV(+)","MG MIDDLETON",9.7,9.7,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"HD","OO",0,0,0,"RM0","000","DSTFT","00000","00000",0,-1,"14733",1,"14733",-1,"702","-1","12691",1,"12691",0,"317","12374",0,98,0,98,106,24,-1,1,-1,0,106,17,89,112,170,-1,-1,-1,1,0,0,1,0,0,0,0,0,-1,4,4,7,1,1,0,0,-1,-1,0,1,0,0,0,0,0,0,0,"FF","00","00","00","00","00","PP","RR","SS","DD","00","00","00","00",0,"00","00","00",15,-15,15,-15,10,-10,10,-10,3,1943,9,13,1310,1943,9,13,1830,1943,9,14,800,1943,9,14,930,1943,9,14,1030,1943,9,14,1430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,"WORLD WAR II (ITALY 1943-1944)","BATTIPAGLIA II","ITALY","SALERNO","BR 56TH INF DIV(+)","MG TEMPLER","GER 26TH PZ DIV (ELMS) & 16TH PZ DIV (ELMS)","MG LUETTWITZ",12,12,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"DL","OO",0,0,0,"RM0","000","DSTFT","00000","00000",0,1,"14730",1,"14730",0,"300","14430","6995",1,"6995",-1,"110","-1",0,97,4,93,152,94,-1,-1,-1,0,58,0,58,80,31,-1,-1,-1,-1,0,-1,0,0,1,0,0,1,1,2.4,7,5,1,-1,1,0,1,0,0,-1,0,0,0,0,0,0,0,"FF","00","00","00","00","00","PP","00","00","DD","00","00","00","00",0,"WD","00","00",10,-10,10,-10,15,-15,15,-15,1,1943,9,17,9999,1943,9,18,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,"WORLD WAR II (ITALY 1943-1944)","EBOLI","ITALY","SALERNO","US 45TH INF DIV(+)","MG MIDDLETON","GER 26TH PZ DIV(+)(-)","MG LUETTWITZ",7.5,7.5,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"DL","OO",0,0,0,"RM0","000","DSTFT","00000","00000",0,1,"15576",1,"15576",-1,"386","-1","6702",1,"6702",-1,"120","-1",0,106,17,89,106,156,-1,0,-1,0,59,0,59,80,10,-1,-1,-1,-1,0,-1,0,0,1,0,0,1,1,2.4,6,5,2,-1,1,0,1,0,0,-1,0,0,0,0,0,0,0,"FF","00","00","00","00","00","PP","00","00","DD","00","00","00","00",0,"WD","00","00",5,-5,5,-5,15,-15,15,-15,1,1943,9,17,9999,1943,9,18,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,"WORLD WAR II (ITALY 1943-1944)","VIETRI II","ITALY","SALERNO","GER HERMANN GOERING PZ DIV(+)","MG SCHMALTZ","BR 46TH INF DIV(+)","MG HAWKESWORTH",14.5,14.5,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"PD","OO",0,0,0,"RM0","000","DSTFT","00000","00000",0,-1,"13300",1,"13300",-1,"400","-1","18912",1,"18912",337,"255","18994",0,108,0,108,164,31,-1,-1,-1,0,96,4,92,152,33,-1,-1,-1,1,0,1,0,0,0,0,0,0,-1,0,4,7,1,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,"FF","00","00","00","00","00","RR","WD","00","DD","00","00","00","00",0,"00","00","00",15,-15,15,-15,10,-10,10,-10,1,1943,9,17,9999,1943,9,18,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,"WORLD WAR II (ITALY 1943-1944)","GRAZZANISE","ITALY","VOLTURNO","BR 7TH ARMD DIV(-)","MG ERSKINE","GER 15TH PZ GR DIV(-)","MG RODT",1.5,1.5,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"PD","OO",0,0,0,"FM0","000","DSTFT","00000","00000",0,1,"14557",1,"14557",-1,"370","-1","8068",1,"8068",-1,"80","-1",0,158,3,155,68,0,-1,-1,0,0,39,0,39,45,0,-1,-1,0,0,0,0,0,0,0,0,0,1,1,3.6,7,4,1,0,0,0,0,0,0,-1,0,0,0,1,0,-1,0,"RC","00","00","00","00","00","PP","00","00","DO","FF","00","00","00",0,"RR","WD","00",10,-10,10,-10,15,-15,15,-15,1,1943,10,12,9999,1943,10,14,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,"WORLD WAR II (ITALY 1943-1944)","CAIAZZO","ITALY","VOLTURNO","US 34TH INF DIV(+)","MG RYDER","GER 3RD PZ GR DIV(+)","MG BAADE",9,9,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"DL","OO",0,0,0,"RM0","000","DSTFT","00000","00000",0,1,"18210",1,"18210",-1,"140","-1","6435",1,"6435",-1,"52","-1",0,106,17,89,104,8,-1,0,-1,0,42,0,42,51,27,-1,-1,-1,0,0,0,0,0,0,0,0,1,1,3.2,6,3,1,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,"RC","00","00","00","00","00","PP","00","00","DD","00","00","00","00",0,"WD","00","00",5,-5,5,-5,15,-15,15,-15,3,1943,10,13,200,1943,10,13,730,1943,10,13,1400,1943,10,13,2100,1943,10,14,615,1943,10,14,1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,"WORLD WAR II (ITALY 1943-1944)","CAPUA","ITALY","VOLTURNO","BR 56TH INF DIV(+)","BG LYNE","GER HERMANN GOERING PZ DIV(-)","MG SCHMALTZ",2,2,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"PD","OO",0,0,0,"FM0","000","DSTFT","00000","00000",0,1,"16857",1,"16857",0,"420","16437","8000",1,"8000",0,"94","7906",0,73,1,72,160,14,-1,-1,-1,0,22,0,22,59,0,-1,-1,0,0,0,0,0,0,0,0,0,1,-1,0,2,8,1,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,"RC","00","00","00","00","00","RR","00","00","DD","00","00","00","00",0,"00","00","00",10,-10,10,-10,15,-15,15,-15,1,1943,10,13,9999,1943,10,13,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,"WORLD WAR II (ITALY 1943-1944)","CASTEL VOLTURNO","ITALY","VOLTURNO","BR 46TH INF DIV(+)","MG HAWKESWORTH","GER 15TH PZ GR DIV(1/2)","MG RODT",9.6,9.6,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"PD","OO",0,0,0,"FM0","000","DSTFT","00000","00000",0,1,"17765",1,"17765",-1,"500","-1","8158",1,"8158",-1,"40","-1",0,51,0,51,199,55,-1,-1,-1,0,39,0,39,45,0,-1,-1,0,0,0,0,0,0,0,0,0,1,1,1.6,6,5,2,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,"RC","00","00","EE","RF","00","PP","00","00","DO","FF","00","00","00",0,"RR","WD","00",10,-10,10,-10,15,-15,15,-15,1,1943,10,13,9999,1943,10,14,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,"WORLD WAR II (ITALY 1943-1944)","MONTE ACERO","ITALY","VOLTURNO","US 45TH INF DIV(+)","MG MIDDLETON","GER 3RD PZ GR DIV(-)(+)","MG LUETTWITZ",8,8,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"DL","OO",0,0,0,"GM0","000","DSTFT","00000","00000",0,1,"21265",1,"21265",-1,"133","-1","6435",1,"6435",-1,"130","-1",0,106,17,89,89,0,-1,0,0,0,44,0,44,43,53,-1,-1,-1,0,0,0,0,0,0,0,0,1,1,5.6,6,5,2,0,0,0,0,1,0,-1,0,0,0,0,0,-1,0,"FF","DE","00","00","00","00","PP","00","00","DD","00","00","00","00",0,"WD","00","00",5,-5,5,-5,15,-15,15,-15,1,1943,10,13,9999,1943,10,14,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,"WORLD WAR II (ITALY 1943-1944)","TRIFLISCO","ITALY","VOLTURNO","US 3RD INF DIV","MG TRUSCOTT","GER HERMANN GOERING PZ DIV(-)","MG SCHMALTZ",9,9,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"PD","OO",0,0,0,"RM0","000","DSTFT","00000","00000",1,1,"18476",1,"18476",-1,"267","-1","7250",1,"7250",-1,"76","-1",0,106,17,89,113,33,-1,0,-1,0,22,0,22,59,10,-1,-1,-1,0,0,0,0,0,0,0,0,1,1,4.8,7,3,1,0,0,0,0,0,0,-1,0,1,1,0,0,-1,0,"RC","00","00","FE","00","00","PP","00","00","DD","00","00","00","00",0,"WD","00","00",5,-5,5,-5,15,-15,15,-15,2,1943,10,13,200,1943,10,13,1830,1943,10,14,1645,1943,10,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,"WORLD WAR II (ITALY 1943-1944)","DRAGONI","ITALY","VOLTURNO","US 34TH INF DIV(+)","MG RYDER","GER 3RD PZ GR DIV(-)","MG BAADE",5.2,5.2,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"DL","OO",0,0,0,"RM0","000","WLTFT","00000","00000",0,1,"17034",1,"17034",-1,"65","-1","5152",1,"5152",-1,"103","-1",0,106,17,89,101,54,-1,0,-1,0,55,0,-1,51,116,-1,-1,-1,0,0,0,0,0,0,0,0,1,-1,5.7,5,6,2,0,0,0,0,1,-1,-1,0,0,0,0,0,-1,0,"FF","00","00","00","00","00","PP","00","00","DD","00","00","00","00",0,"WD","00","00",5,-5,5,-5,15,-15,15,-15,1,1943,10,15,9999,1943,10,17,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,"WORLD WAR II (ITALY 1943-1944)","CANAL I","ITALY","VOLTURNO","BR 7TH ARMD DIV","MG ERSKINE","GER 15TH PZ GR DIV (-)","MG RODT",9,9,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"PD","OO",0,0,0,"FM0","000","WLTFT","00000","00000",0,1,"14600",1,"14600",-1,"125","-1","8138",1,"8138",-1,"45","-1",0,158,3,155,68,0,-1,-1,0,0,40,0,40,45,0,-1,-1,0,0,0,0,0,0,0,0,0,1,1,1,6,5,2,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,"RC","00","00","00","00","00","PP","00","00","DD","00","00","00","00",0,"WD","00","00",10,-10,10,-10,15,-15,15,-15,1,1943,10,17,9999,1943,10,18,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,"WORLD WAR II (ITALY 1943-1944)","MONTE GRANDE (VOLTURNO)","ITALY","VOLTURNO","BR 56TH INF DIV (ELMS)","MG TEMPLER","GER HERMANN GOERING PZ DIV(1/2)","MG SCHMALTZ",9,9,9999,99,99,9999,-1,-1,9999,99,99,9999,-1,-1,9999,99,99,9999,0,"PD","OO",0,0,0,"RM0","000","WLTFT","00000","00000",0,1,"16400",1,"16400",-1,"200","-1","7239",1,"7239",-1,"66","-1",0,73,1,72,112,48,-1,-1,-1,0,22,0,22,49,0,-1,-1,0,-1,0,-1,0,-1,0,0,0,0,1,2.4,6,5,2,0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,0,"FF","00","00","00","00","00","PP","00","00","DD","00","00","00","00",0,"WD","00","00",10,-10,10,-10,15,-15,15,-15,1,1943,10,16,9999,1943,10,17,9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
