isqno,name,war,war2,war3,cdb13_war,cdb13_theater,dbpedia,cow_warno,cow_warname,comment,sidea
544,ATTACK ON SHURI LINE'S EASTERN FLANK II,"WORLD WAR II, OKINAWA",WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,,Battle_of_Okinawa,139,World War II of 1939-1945,,B
545,ATTACK ON SHURI LINE'S EASTERN FLANK III,"WORLD WAR II, OKINAWA",WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,,Battle_of_Okinawa,139,World War II of 1939-1945,,B
546,ADVANCE TO YUZA-DAKE/YAEJU-DAKE ESCARPMENT,"WORLD WAR II, OKINAWA",WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,,Battle_of_Okinawa,139,World War II of 1939-1945,,B
547,ATTACK ON YUZA-DAKE/YAEJU-DAKE ESCARPMENT,"WORLD WAR II, OKINAWA",WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,,Battle_of_Okinawa,139,World War II of 1939-1945,,B
548,CAPTURE OF YUZA-DAKE/YAEJU-DAKE ESCARPMENT,"WORLD WAR II, OKINAWA",WORLD WAR II (OKINAWA CAMPAIGN 1945),WORLD WAR II,World War II of 1939-1945,,Battle_of_Okinawa,139,World War II of 1939-1945,,B
549,JENIN,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","ARAB-ISRAELI WAR, 1967 (WEST BANK FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169,Six Day War of 1967,,A
550,JERUSALEM,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","ARAB-ISRAELI WAR, 1967 (WEST BANK FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169,Six Day War of 1967,,A
551,KABATIYA,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","ARAB-ISRAELI WAR, 1967 (WEST BANK FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169,Six Day War of 1967,,A
552,TILFIT-ZABABIDA,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","ARAB-ISRAELI WAR, 1967 (WEST BANK FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169,Six Day War of 1967,,A
553,NABLUS,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","ARAB-ISRAELI WAR, 1967 (WEST BANK FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169,Six Day War of 1967,,A
554,RAFAH,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169,Six Day War of 1967,,A
555,BIR LAHFAN,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169,Six Day War of 1967,,A
556,ABU AGEILA-UM KATEF,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,Battle_of_Abu-Ageila_(1967),169,Six Day War of 1967,,A
557,EL ARISH,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169,Six Day War of 1967,,A
558,JEBEL LIBNI,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169,Six Day War of 1967,,A
559,GAZA STRIP,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169,Six Day War of 1967,,A
560,BIR HASSNA-BIR THAMADA,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169,Six Day War of 1967,,A
561,MITLA PASS,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169,Six Day War of 1967,,B
562,BIR HAMMA-BIR GIFGAFA,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169,Six Day War of 1967,,A
563,NAKHL,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169,Six Day War of 1967,,A
564,BIR GIFGAFA,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","ARAB-ISRAELI WAR, 1967 (SINAI FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169,Six Day War of 1967,,B
565,TEL FAHAR-BANIAS,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","ARAB-ISRAELI WAR, 1967 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169,Six Day War of 1967,,A
566,RAWIYEH,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","ARAB-ISRAELI WAR, 1967 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169,Six Day War of 1967,,A
567,ZAOURA-KALA,"ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)","ARAB-ISRAELI WAR, 1967 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169,Six Day War of 1967,,A
568,KERAMA,"ARAB-ISRAELI WAR, 1968",,,War of Attrition of 1967-1970,,Battle_of_Karameh,,,,A
569,"SUEZ CANAL ASSAULT, NORTH","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,Operation_Badr_(1973),181,Yom Kippur War of 1973,,A
570,"SUEZ CANAL ASSAULT, SOUTH","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,Operation_Badr_(1973),181,Yom Kippur War of 1973,,A
571,SECOND ARMY BUILDUP,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,Operation_Badr_(1973),181,Yom Kippur War of 1973,,A
572,THIRD ARMY BUILDUP,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,Operation_Badr_(1973),181,Yom Kippur War of 1973,,A
573,KANTARA-FIRDAN,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,Operation_Badr_(1973),181,Yom Kippur War of 1973,,B
574,"EGYPTIAN OFFENSIVE, NORTH","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,Battle_of_the_Sinai,181,Yom Kippur War of 1973,,A
575,"EGYPTIAN OFFENSIVE, SOUTH","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,Battle_of_the_Sinai,181,Yom Kippur War of 1973,,A
576,DEVERSOIR (CHINESE FARM I),"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,Battle_of_the_Chinese_Farm,181,Yom Kippur War of 1973,,B
577,DEVERSOIR (CHINESE FARM II),"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,Battle_of_the_Chinese_Farm,181,Yom Kippur War of 1973,,B
578,DEVERSOIR WEST,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,Battle_of_the_Chinese_Farm,181,Yom Kippur War of 1973,,B
579,ISMAILIA,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,Battle_of_Ismailia,181,Yom Kippur War of 1973,,B
580,JEBEL GENEIFA,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,,181,Yom Kippur War of 1973,,B
581,SHALLUFA I,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,Battle_of_Suez,181,Yom Kippur War of 1973,,B
582,SHALLUFA II,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,Battle_of_Suez,181,Yom Kippur War of 1973,,B
583,SUEZ,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,Battle_of_Suez,181,Yom Kippur War of 1973,,B
584,ADABIYA,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (SUEZ FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,,181,Yom Kippur War of 1973,,B
585,KUNEITRA,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,Valley_of_Tears,181,Yom Kippur War of 1973,,A
586,AHMADIYEH,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,Valley_of_Tears,181,Yom Kippur War of 1973,,A
587,RAFID,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,Valley_of_Tears,181,Yom Kippur War of 1973,,A
588,YEHUDA-EL AL,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,Valley_of_Tears,181,Yom Kippur War of 1973,,A
589,NAFEKH,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,First_Battle_of_Mount_Hermon,181,Yom Kippur War of 1973,,A
590,TEL FARRIS,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,Valley_of_Tears,181,Yom Kippur War of 1973,,B
591,HUSHNIYAH,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,Valley_of_Tears,181,Yom Kippur War of 1973,,B
592,MOUNT HERMONIT,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,Valley_of_Tears,181,Yom Kippur War of 1973,,A
593,MOUNT HERMON I,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,Second_Battle_of_Mount_Hermon,181,Yom Kippur War of 1973,,B
594,TEL SHAMS,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,,181,Yom Kippur War of 1973,,B
595,TEL SHAAR,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,,181,Yom Kippur War of 1973,,B
596,TEL EL HARA,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,,181,Yom Kippur War of 1973,,A
597,KFAR SHAMS-TEL ANTAR,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,,181,Yom Kippur War of 1973,,B
598,NABA,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,,181,Yom Kippur War of 1973,,A
599,ARAB COUNTEROFFENSIVE,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,,181,Yom Kippur War of 1973,,A
600,MOUNT HERMON II,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,Third_Battle_of_Mount_Hermon,181,Yom Kippur War of 1973,,B
601,MOUNT HERMON III,"ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)","ARAB-ISRAELI WAR, 1973 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1973 (OCTOBER WAR)",Yom Kippur War of 1973,,Third_Battle_of_Mount_Hermon,181,Yom Kippur War of 1973,,B
602,SIDI BOU ZID I,WORLD WAR II,WORLD WAR II (NORTH AFRICA 1942-1943),WORLD WAR II,World War II of 1939-1945,,,139,World War II of 1939-1945,,A
603,SIDI BOU ZID II,WORLD WAR II,WORLD WAR II (NORTH AFRICA 1942-1943),WORLD WAR II,World War II of 1939-1945,,,139,World War II of 1939-1945,,B
604,KASSERINE PASS,WORLD WAR II,WORLD WAR II (NORTH AFRICA 1942-1943),WORLD WAR II,World War II of 1939-1945,,,139,World War II of 1939-1945,,A
605,RAPIDO NORTH I,WORLD WAR II,WORLD WAR II (ITALY 1943-1944),WORLD WAR II,World War II of 1939-1945,Italy,,139,World War II of 1939-1945,,B
606,RAPIDO NORTH II,WORLD WAR II,WORLD WAR II (ITALY 1943-1944),WORLD WAR II,World War II of 1939-1945,Italy,,139,World War II of 1939-1945,,B
607,RAPIDO SOUTH I,WORLD WAR II,WORLD WAR II (ITALY 1943-1944),WORLD WAR II,World War II of 1939-1945,Italy,,139,World War II of 1939-1945,,B
608,RAPIDO SOUTH II,WORLD WAR II,WORLD WAR II (ITALY 1943-1944),WORLD WAR II,World War II of 1939-1945,Italy,,139,World War II of 1939-1945,,B
609,BOWLING ALLEY I,WORLD WAR II,WORLD WAR II (ITALY 1943-1944),WORLD WAR II,World War II of 1939-1945,Italy,,139,World War II of 1939-1945,,A
610,BOWLING ALLEY II,WORLD WAR II,WORLD WAR II (ITALY 1943-1944),WORLD WAR II,World War II of 1939-1945,Italy,,139,World War II of 1939-1945,,A
611,BOWLING ALLEY III,WORLD WAR II,WORLD WAR II (ITALY 1943-1944),WORLD WAR II,World War II of 1939-1945,Italy,,139,World War II of 1939-1945,,A
612,MORTAIN I,WORLD WAR II,WORLD WAR II (NORTHWEST EUROPE 1944),WORLD WAR II,World War II of 1939-1945,Western Front,,139,World War II of 1939-1945,,A
613,MORTAIN II,WORLD WAR II,WORLD WAR II (NORTHWEST EUROPE 1944),WORLD WAR II,World War II of 1939-1945,Western Front,,139,World War II of 1939-1945,,A
614,SCHMIDT I,WORLD WAR II,WORLD WAR II (NORTHWEST EUROPE 1944),WORLD WAR II,World War II of 1939-1945,Western Front,,139,World War II of 1939-1945,,B
615,SCHMIDT II,WORLD WAR II,WORLD WAR II (NORTHWEST EUROPE 1944),WORLD WAR II,World War II of 1939-1945,Western Front,,139,World War II of 1939-1945,,B
616,SCHMIDT III,WORLD WAR II,WORLD WAR II (NORTHWEST EUROPE 1944),WORLD WAR II,World War II of 1939-1945,Western Front,,139,World War II of 1939-1945,,B
617,WAHLERSCHEID,WORLD WAR II,WORLD WAR II (NORTHWEST EUROPE 1944),WORLD WAR II,World War II of 1939-1945,Western Front,,139,World War II of 1939-1945,,B
618,KRINKELT-ROCHERATH I,WORLD WAR II,WORLD WAR II (ARDENNES 1944),WORLD WAR II,World War II of 1939-1945,Western Front,,139,World War II of 1939-1945,,A
619,KRINKELT-ROCHERATH II,WORLD WAR II,WORLD WAR II (ARDENNES 1944),WORLD WAR II,World War II of 1939-1945,Western Front,,139,World War II of 1939-1945,,A
620,SCHNEE EIFEL CENTER,WORLD WAR II,WORLD WAR II (ARDENNES 1944),WORLD WAR II,World War II of 1939-1945,Western Front,,139,World War II of 1939-1945,,A
621,SCHNEE EIFEL SOUTH,WORLD WAR II,WORLD WAR II (ARDENNES 1944),WORLD WAR II,World War II of 1939-1945,Western Front,,139,World War II of 1939-1945,,A
622,SCHNEE EIFEL NORTH I,WORLD WAR II,WORLD WAR II (ARDENNES 1944),WORLD WAR II,World War II of 1939-1945,Western Front,,139,World War II of 1939-1945,,A
623,SCHNEE EIFEL NORTH II,WORLD WAR II,WORLD WAR II (ARDENNES 1944),WORLD WAR II,World War II of 1939-1945,Western Front,,139,World War II of 1939-1945,,A
624,OUR RIVER CENTER,WORLD WAR II,WORLD WAR II (ARDENNES 1944),WORLD WAR II,World War II of 1939-1945,Western Front,,139,World War II of 1939-1945,,A
625,OUR RIVER NORTH,WORLD WAR II,WORLD WAR II (ARDENNES 1944),WORLD WAR II,World War II of 1939-1945,Western Front,,139,World War II of 1939-1945,,A
626,PUSAN PERIMETER,KOREAN WAR,KOREAN WAR,KOREAN WAR,Korean War of 1950-1953,,Battle_of_Pusan_Perimeter,151,Korean War of 1950-1953,,A
627,PUSAN BREAKOUT,KOREAN WAR,KOREAN WAR,KOREAN WAR,Korean War of 1950-1953,,,151,Korean War of 1950-1953,,B
628,NAM RIVER,KOREAN WAR,KOREAN WAR,KOREAN WAR,Korean War of 1950-1953,,Battle_of_Nam_River,151,Korean War of 1950-1953,,B
629,KUNSON,KOREAN WAR,KOREAN WAR,KOREAN WAR,Korean War of 1950-1953,,,151,Korean War of 1950-1953,,B
630,BUTTE LINE,KOREAN WAR,KOREAN WAR,KOREAN WAR,Korean War of 1950-1953,,,151,Korean War of 1950-1953,,B
631,HAN RIVER,KOREAN WAR,KOREAN WAR,KOREAN WAR,Korean War of 1950-1953,,,151,Korean War of 1950-1953,,B
632,CHAN RIVER,KOREAN WAR,KOREAN WAR,KOREAN WAR,Korean War of 1950-1953,,,151,Korean War of 1950-1953,,B
633,PIERCE LINE,KOREAN WAR,KOREAN WAR,KOREAN WAR,Korean War of 1950-1953,,,151,Korean War of 1950-1953,,B
634,KANSAS LINE,KOREAN WAR,KOREAN WAR,KOREAN WAR,Korean War of 1950-1953,,Battle_of_the_Imjin_River,151,Korean War of 1950-1953,,A
635,IRON TRIANGLE,KOREAN WAR,KOREAN WAR,KOREAN WAR,Korean War of 1950-1953,,,151,Korean War of 1950-1953,,A
636,BAYONETTE LINE,KOREAN WAR,KOREAN WAR,KOREAN WAR,Korean War of 1950-1953,,,151,Korean War of 1950-1953,,B
637,TARGUL FRUMOS,WORLD WAR II,WORLD WAR II (EASTERN FRONT),WORLD WAR II,World War II of 1939-1945,Eastern Front,,139,World War II of 1939-1945,,B
638,MISHMAR HAYARDEN 1,"ARAB-ISRAELI, 1948","ARAB-ISRAELI, 1948","ARAB-ISRAELI, 1948",Arab-Israeli War of 1948-1949,,,148,Arab-Israeli War of 1948-1949,,A
639,MISHMAR HAYARDEN 2,"ARAB-ISRAELI, 1948","ARAB-ISRAELI, 1948","ARAB-ISRAELI, 1948",Arab-Israeli War of 1948-1949,,,148,Arab-Israeli War of 1948-1949,,A
640,HIRAM,"ARAB-ISRAELI, 1948","ARAB-ISRAELI, 1948","ARAB-ISRAELI, 1948",Arab-Israeli War of 1948-1949,,,148,Arab-Israeli War of 1948-1949,,B
641,BANIAS-MASAADA,"ARAB-ISRAELI, 1967","ARAB-ISRAELI WAR, 1967 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169,Six Day War of 1967,,A
642,BOUTMIYA,"ARAB-ISRAELI, 1967","ARAB-ISRAELI WAR, 1967 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169,Six Day War of 1967,,A
643,KUNEITRA,"ARAB-ISRAELI, 1967","ARAB-ISRAELI WAR, 1967 (GOLAN FRONT)","ARAB-ISRAELI WAR, 1967 (SIX-DAY WAR)",Six Day War of 1967,,,169,Six Day War of 1967,,A
644,TARTO-TIBER,WORLD WAR II,WORLD WAR II (ITALY 1943-1944),WORLD WAR II,World War II of 1939-1945,Italy,,139,World War II of 1939-1945,,B
645,BEKKA VALLEY,"ISRAEL-LEBANON, 1982","ISRAEL-LEBANON, 1982","ISRAEL-LEBANON, 1982",War over Lebanon of 1982,,,205,War over Lebanon of 1982,,A
646,ACRE,"ARAB-ISRAELI, 1948","ARAB-ISRAELI, 1948","ARAB-ISRAELI, 1948",Arab-Israeli War of 1948-1949,,,148,Arab-Israeli War of 1948-1949,falls outside of date-range,B
647,DEATH TO INVADER,"ARAB-ISRAELI, 1948","ARAB-ISRAELI, 1948","ARAB-ISRAELI, 1948",Arab-Israeli War of 1948-1949,,,148,Arab-Israeli War of 1948-1949,,B
648,EL AUJA (AYIN),"ARAB-ISRAELI, 1948","ARAB-ISRAELI, 1948","ARAB-ISRAELI, 1948",Arab-Israeli War of 1948-1949,,,148,Arab-Israeli War of 1948-1949,outside date-range,B
649,AGEILA-RAFAH (AYIN),"ARAB-ISRAELI, 1948","ARAB-ISRAELI, 1948","ARAB-ISRAELI, 1948",Arab-Israeli War of 1948-1949,,,148,Arab-Israeli War of 1948-1949,outside date-range,B
650,ABU AGELIA-UM KATEF,"ARAB-ISRAELI, 1956","ARAB-ISRAELI, 1956","ARAB-ISRAELI, 1956",Sinai War of 1956,,,155,Sinai War of 1956,,A
651,BIR RUD SALIM,"ARAB-ISRAELI, 1956","ARAB-ISRAELI, 1956","ARAB-ISRAELI, 1956",Sinai War of 1956,,,155,Sinai War of 1956,,A
652,RAFAH-EL ARISH,"ARAB-ISRAELI, 1956","ARAB-ISRAELI, 1956","ARAB-ISRAELI, 1956",Sinai War of 1956,,,155,Sinai War of 1956,,A
653,GAZA-KHAN YUNIS,"ARAB-ISRAELI, 1956","ARAB-ISRAELI, 1956","ARAB-ISRAELI, 1956",Sinai War of 1956,,,155,Sinai War of 1956,,A
654,QUANG TRI,VIET NAM,VIET NAM,VIET NAM,Vietnam War Phase 1 of 1960-1965,,Battle_of_Quang_Tri_(1968),21,Vietnam War Phase 1 of 1960-1965,,A
655,JERUSALEM (JEBUSSI),"ARAB-ISRAELI, 1948","ARAB-ISRAELI, 1948","ARAB-ISRAELI, 1948",Arab-Israeli War of 1948-1949,,Operation_Yevusi,148,Arab-Israeli War of 1948-1949,falls outside of date-range,B
656,JERUSALEM CORRIDOR,"ARAB-ISRAELI, 1948","ARAB-ISRAELI, 1948","ARAB-ISRAELI, 1948",Arab-Israeli War of 1948-1949,,Operation_Danny,148,Arab-Israeli War of 1948-1949,,B
657,ARDENNES ,WORLD WAR II,WORLD WAR II (FRANCE 1940),WORLD WAR II,World War II of 1939-1945,Western Front,,139,World War II of 1939-1945,,A
658,CAMBRAI,WORLD WAR II,WORLD WAR II (FRANCE 1940),WORLD WAR II,World War II of 1939-1945,Western Front,,139,World War II of 1939-1945,,A
659,ARRAS,WORLD WAR II,WORLD WAR II (FRANCE 1940),WORLD WAR II,World War II of 1939-1945,Western Front,,139,World War II of 1939-1945,,B
660,BOOS,WORLD WAR II,WORLD WAR II (FRANCE 1940),WORLD WAR II,World War II of 1939-1945,Western Front,,139,World War II of 1939-1945,,B
